,Date,Total Death ,Death per day,state,Male,Female,Total,Unnamed: 7,2020-09-01 00:00:00,Unnamed: 9,10-14,Unnamed: 11,15-19,Unnamed: 13,20-25,Unnamed: 15,26-30,Unnamed: 17,31-35,Unnamed: 19,36-40,Unnamed: 21,41-45,Unnamed: 23,46-50,Unnamed: 25,51-55,Unnamed: 27,56-60,Unnamed: 29,61-65,Unnamed: 31,66-70,Unnamed: 33,71-75,Unnamed: 35,76-80,Unnamed: 37,81-85,Unnamed: 39,86-90,Unnamed: 41,91-95,Unnamed: 43,96-100,Unnamed: 45,100-130,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
0,,,,,,,,,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,,,
282,2020-12-23 00:00:00,444,5.0,"Sabah=1, Selangor=2, KL=1, Negeri Sembilan=1",3.0,2.0,5.0,0.0,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
283,2020-12-24 00:00:00,446,2.0,Sabah,1.0,1.0,2.0,0.0,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
284,2020-12-25 00:00:00,449,3.0,"Sabah=2, Selangor=1",2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,
285,2020-12-26 00:00:00,451,2.0,"Sabah=1, Melaka=1",1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
286,2020-12-27 00:00:00,452,1.0,Sabah,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
287,2020-12-28 00:00:00,455,3.0,"Sabah=1, Selangor=2",2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,
288,2020-12-29 00:00:00,457,2.0,"Putrajaya=1, Kelantan=1",1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
289,2020-12-30 00:00:00,463,6.0,"Sabah=4, Selangor=1, Johor=1",5.0,1.0,6.0,0.0,,,,,,,,,,,,,,,1,,,,2,,1,,,1,1,,,,,,,,,,,,,,,,,,
290,2020-12-31 00:00:00,471,8.0,"Selangor=3, Johor=2, Kelantan=1, Kedah=1, Negeri Sembilan=1",5.0,3.0,8.0,0.0,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,1,,1,1,,,,,,,,,,,,,
291,2021-01-01 00:00:00,474,3.0,"KL=1, Negeri Sembilan=1, Selangor=1",2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,
292,2021-01-02 00:00:00,483,9.0,"Negeri Sembilan=2, KL=2, Perak=1, Sabah=1, Selangor=2, Kelantan=1",6.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,3,,1,,1,,,,,,,,,,,,
293,2021-01-03 00:00:00,494,11.0,"Kedah=1, Johor=2, Selangor=6, Sabah=2",7.0,4.0,11.0,0.0,,,,,,,,,,,,,,,,,,,1,,3,,1,,1,1,1,2,,1,,,,,,,,,,,,,
294,2021-01-04 00:00:00,501,7.0,"Sabah=3, Johor=2, Pahang=1, Selangor=1",3.0,4.0,7.0,0.0,,,,,,,,,,,,,,,1,,,1,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,
295,2021-01-05 00:00:00,509,8.0,"Perak=1, Sabah=5, Selangor=2",5.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,2,,,1,1,2,,1,,1,,,,,,,,,,,,,,
296,2021-01-06 00:00:00,513,4.0,"Sabah=2, Selangor=1, KL=1",2.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,
297,2021-01-07 00:00:00,521,8.0,"Selangor=3, KL=1, Pinang=1, Negeri Sembilan=1, Putrajaya=1, Sabah=1",4.0,4.0,8.0,0.0,,,,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,2,1,1,,,,,,,,,,,
298,2021-01-08 00:00:00,537,16.0,"Johor=3, Sabah=4, Selangor=9",13.0,3.0,16.0,0.0,,,,,,,,,,,,,,,1,,2,,1,,3,,1,2,1,2,2,,1,,,,,,,,,,,,,,
299,2021-01-09 00:00:00,542,5.0,"Selangor=1, Putrajaya=1, Johor=3",5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,,1,,,,,,,,,,
300,2021-01-10 00:00:00,551,9.0,"Selangor=5, KL=3, Sabah=1",6.0,3.0,9.0,0.0,,,,,,,,,,,,,1,,,,,,,1,3,,,,,,,,2,,,1,,,,1,,,,,,,
301,2021-01-11 00:00:00,555,4.0,"Selangor =3, Sabah =1",2.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
302,2021-01-12 00:00:00,559,4.0,"Selangor=3, Perak=1",3.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,
303,2021-01-13 00:00:00,563,4.0,"Sabah=3, Johor=1",3.0,1.0,4.0,0.0,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,
304,2021-01-14 00:00:00,578,15.0,"Sabah=8, Selangor=3, Putrajaya=1, Negeri Sembilan=1, Johor=2",9.0,6.0,15.0,0.0,,,,,,,,,,1,,1,,1,,,,,1,,2,,3,1,2,,,,,,1,,,1,,1,,,,,,,
305,Total,,578.0,0,377.0,201.0,577.0,,1,3,1,0,0,2,4,2,6,2,5,5,12,5,7,6,20,16,35,19,45,20,71,28,58,23,33,25,36,22,25,14,11,5,2,5,0,2,1,0,,,
306,,,,,,,,,,Age,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,0-17,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,Total Male,377.0,,,,,,,18-34,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,Total Female,201.0,,,,,,,35-64,190,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,Total,578.0,,,,,,,>65,166,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,Total,373,204,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
