,date,state,total_cases,daily_cases,local_cases,import_cases
1087,2020-10-14,Perlis,38,0.0,0,0
1088,2020-10-13,Sabah,5064,443.0,443,0
1089,2020-10-13,Kuala Lumpur,2792,10.0,9,1
1090,2020-10-13,Selangor,2746,76.0,76,0
1091,2020-10-13,Kedah,1739,60.0,60,0
1092,2020-10-13,Negeri Sembilan,1083,2.0,2,0
1093,2020-10-13,Johor,826,10.0,10,0
1094,2020-10-13,Sarawak,752,0.0,0,0
1095,2020-10-13,Pahang,386,1.0,1,0
1096,2020-10-13,Perak,319,16.0,16,0
1097,2020-10-13,Melaka,274,0.0,0,0
1098,2020-10-13,Kelantan,171,0.0,0,0
1099,2020-10-13,Pulau Pinang,336,23.0,23,0
1100,2020-10-13,Terengganu,157,0.0,0,0
1101,2020-10-13,Putrajaya,119,0.0,0,0
1102,2020-10-13,Labuan,78,19.0,18,1
1103,2020-10-13,Perlis,38,0.0,0,0
1104,2020-10-12,Sabah,4621,291.0,291,0
1105,2020-10-12,Kuala Lumpur,2782,28.0,27,1
1106,2020-10-12,Selangor,2670,69.0,69,0
1107,2020-10-12,Kedah,1679,10.0,10,0
1108,2020-10-12,Negeri Sembilan,1081,12.0,12,0
1109,2020-10-12,Johor,816,2.0,2,0
1110,2020-10-12,Sarawak,752,1.0,1,0
1111,2020-10-12,Pahang,385,0.0,0,0
1112,2020-10-12,Perak,303,4.0,4,0
1113,2020-10-12,Melaka,274,1.0,1,0
1114,2020-10-12,Kelantan,171,0.0,0,0
1115,2020-10-12,Pulau Pinang,313,141.0,141,0
1116,2020-10-12,Terengganu,157,0.0,0,0
1117,2020-10-12,Putrajaya,119,2.0,2,0
1118,2020-10-12,Labuan,59,2.0,2,0
1119,2020-10-12,Perlis,38,0.0,0,0
1120,2020-10-11,Sabah,4330,488.0,488,0
1121,2020-10-11,Kuala Lumpur,2754,15.0,8,7
1122,2020-10-11,Selangor,2601,26.0,25,1
1123,2020-10-11,Kedah,1669,16.0,16,0
1124,2020-10-11,Negeri Sembilan,1069,0.0,0,0
1125,2020-10-11,Johor,814,3.0,3,0
1126,2020-10-11,Sarawak,751,0.0,0,0
1127,2020-10-11,Pahang,385,0.0,0,0
1128,2020-10-11,Perak,299,1.0,1,0
1129,2020-10-11,Melaka,273,3.0,3,0
1130,2020-10-11,Kelantan,171,0.0,0,0
1131,2020-10-11,Pulau Pinang,172,1.0,1,0
1132,2020-10-11,Terengganu,157,3.0,3,0
1133,2020-10-11,Putrajaya,117,0.0,0,0
1134,2020-10-11,Labuan,57,5.0,5,0
1135,2020-10-11,Perlis,38,0.0,0,0
1136,2020-10-10,Sabah,3842,277.0,277,0
1137,2020-10-10,Kuala Lumpur,2739,6.0,4,2
1138,2020-10-10,Selangor,2575,44.0,44,0
1139,2020-10-10,Kedah,1653,27.0,27,0
1140,2020-10-10,Negeri Sembilan,1069,0.0,0,0
1141,2020-10-10,Johor,811,2.0,2,0
1142,2020-10-10,Sarawak,751,9.0,9,0
1143,2020-10-10,Pahang,385,0.0,0,0
1144,2020-10-10,Perak,298,2.0,2,0
1145,2020-10-10,Melaka,270,1.0,1,0
1146,2020-10-10,Kelantan,171,0.0,0,0
1147,2020-10-10,Pulau Pinang,171,3.0,3,0
1148,2020-10-10,Terengganu,154,0.0,0,0
1149,2020-10-10,Putrajaya,117,1.0,1,0
1150,2020-10-10,Labuan,52,2.0,2,0
1151,2020-10-10,Perlis,38,0.0,0,0
1152,2020-10-09,Kuala Lumpur,2733,10.0,8,2
1153,2020-10-09,Selangor,2531,24.0,24,0
1154,2020-10-09,Sabah,3565,274.0,274,0
1155,2020-10-09,Negeri Sembilan,1069,4.0,4,0
1156,2020-10-09,Johor,809,5.0,5,0
1157,2020-10-09,Sarawak,742,10.0,10,0
1158,2020-10-09,Pahang,385,0.0,0,0
1159,2020-10-09,Kedah,1626,10.0,10,0
1160,2020-10-09,Perak,296,1.0,1,0
1161,2020-10-09,Melaka,269,0.0,0,0
1162,2020-10-09,Kelantan,171,0.0,0,0
1163,2020-10-09,Pulau Pinang,168,8.0,8,0
1164,2020-10-09,Terengganu,154,5.0,5,0
1165,2020-10-09,Putrajaya,116,2.0,2,0
1166,2020-10-09,Perlis,38,0.0,0,0
1167,2020-10-09,Labuan,50,1.0,1,0
1168,2020-10-08,Kuala Lumpur,2723,12.0,10,2
1169,2020-10-08,Selangor,2507,36.0,36,0
1170,2020-10-08,Sabah,3291,271.0,271,0
1171,2020-10-08,Negeri Sembilan,1065,2.0,2,0
1172,2020-10-08,Johor,804,5.0,5,0
1173,2020-10-08,Sarawak,732,8.0,6,2
1174,2020-10-08,Pahang,385,1.0,1,0
1175,2020-10-08,Kedah,1616,16.0,16,0
1176,2020-10-08,Perak,295,5.0,5,0
1177,2020-10-08,Melaka,269,1.0,1,0
1178,2020-10-08,Kelantan,171,0.0,0,0
1179,2020-10-08,Pulau Pinang,160,1.0,1,0
1180,2020-10-08,Terengganu,149,5.0,5,0
1181,2020-10-08,Putrajaya,114,2.0,2,0
1182,2020-10-08,Perlis,38,0.0,0,0
1183,2020-10-08,Labuan,49,10.0,10,0
1184,2020-10-07,Kuala Lumpur,2711,4.0,3,1
1185,2020-10-07,Selangor,2471,20.0,19,1
1186,2020-10-07,Sabah,3020,282.0,282,0
1187,2020-10-07,Negeri Sembilan,1063,1.0,1,0
1188,2020-10-07,Johor,799,6.0,6,0
1189,2020-10-07,Sarawak,724,3.0,3,0
1190,2020-10-07,Pahang,384,2.0,2,0
1191,2020-10-07,Kedah,1600,153.0,153,0
1192,2020-10-07,Perak,290,4.0,4,0
1193,2020-10-07,Melaka,268,0.0,0,0
1194,2020-10-07,Kelantan,171,1.0,1,0
1195,2020-10-07,Pulau Pinang,159,7.0,7,0
1196,2020-10-07,Terengganu,144,4.0,4,0
1197,2020-10-07,Putrajaya,112,2.0,2,0
1198,2020-10-07,Perlis,38,0.0,0,0
1199,2020-10-07,Labuan,39,0.0,0,0
1200,2020-10-06,Kuala Lumpur,2707,6.0,4,2
1201,2020-10-06,Selangor,2451,39.0,38,1
1202,2020-10-06,Sabah,2738,219.0,219,0
1203,2020-10-06,Negeri Sembilan,1062,7.0,7,0
1204,2020-10-06,Johor,793,6.0,6,0
1205,2020-10-06,Sarawak,721,3.0,3,0
1206,2020-10-06,Pahang,382,0.0,0,0
1207,2020-10-06,Kedah,1447,397.0,397,0
1208,2020-10-06,Perak,286,8.0,8,0
1209,2020-10-06,Melaka,268,0.0,0,0
1210,2020-10-06,Kelantan,170,0.0,0,0
1211,2020-10-06,Pulau Pinang,152,3.0,3,0
1212,2020-10-06,Terengganu,140,1.0,1,0
1213,2020-10-06,Putrajaya,110,1.0,1,0
1214,2020-10-06,Perlis,38,0.0,0,0
1215,2020-10-06,Labuan,39,1.0,1,0
1216,2020-10-05,Kuala Lumpur,2701,7.0,5,2
1217,2020-10-05,Selangor,2412,34.0,34,0
1218,2020-10-05,Sabah,2519,130.0,130,0
1219,2020-10-05,Negeri Sembilan,1055,1.0,1,0
1220,2020-10-05,Johor,787,2.0,2,0
1221,2020-10-05,Sarawak,718,1.0,0,1
1222,2020-10-05,Pahang,382,1.0,1,0
1223,2020-10-05,Kedah,1050,241.0,241,0
1224,2020-10-05,Perak,278,2.0,2,0
1225,2020-10-05,Melaka,268,1.0,1,0
1226,2020-10-05,Kelantan,170,1.0,1,0
1227,2020-10-05,Pulau Pinang,149,0.0,0,0
1228,2020-10-05,Terengganu,139,5.0,5,0
1229,2020-10-05,Putrajaya,109,2.0,2,0
1230,2020-10-05,Perlis,38,0.0,0,0
1231,2020-10-05,Labuan,38,4.0,4,0
1232,2020-10-04,Kuala Lumpur,2694,3.0,2,1
1233,2020-10-04,Selangor,2378,31.0,31,0
1234,2020-10-04,Sabah,2389,126.0,126,0
1235,2020-10-04,Negeri Sembilan,1054,2.0,2,0
1236,2020-10-04,Johor,785,8.0,8,0
1237,2020-10-04,Sarawak,717,1.0,1,0
1238,2020-10-04,Pahang,381,0.0,0,0
1239,2020-10-04,Kedah,809,113.0,113,0
1240,2020-10-04,Perak,276,2.0,2,0
1241,2020-10-04,Melaka,267,0.0,0,0
1242,2020-10-04,Kelantan,169,1.0,1,0
1243,2020-10-04,Pulau Pinang,149,1.0,1,0
1244,2020-10-04,Terengganu,134,0.0,0,0
1245,2020-10-04,Putrajaya,107,0.0,0,0
1246,2020-10-04,Perlis,38,0.0,0,0
1247,2020-10-04,Labuan,34,5.0,5,0
1248,2020-10-03,Kuala Lumpur,2691,4.0,4,0
1249,2020-10-03,Selangor,2347,32.0,32,0
1250,2020-10-03,Sabah,2263,155.0,155,0
1251,2020-10-03,Negeri Sembilan,1052,1.0,1,0
1252,2020-10-03,Johor,777,4.0,4,0
1253,2020-10-03,Sarawak,716,3.0,3,0
1254,2020-10-03,Pahang,381,0.0,0,0
1255,2020-10-03,Kedah,696,102.0,102,0
1256,2020-10-03,Perak,274,0.0,0,0
1257,2020-10-03,Melaka,267,0.0,0,0
1258,2020-10-03,Kelantan,168,2.0,2,0
1259,2020-10-03,Pulau Pinang,148,3.0,3,0
1260,2020-10-03,Terengganu,134,9.0,9,0
1261,2020-10-03,Putrajaya,107,2.0,2,0
1262,2020-10-03,Perlis,38,0.0,0,0
1263,2020-10-03,Labuan,29,0.0,0,0
1264,2020-10-02,Kuala Lumpur,2687,1.0,1,0
1265,2020-10-02,Selangor,2315,31.0,31,0
1266,2020-10-02,Sabah,2108,113.0,113,0
1267,2020-10-02,Negeri Sembilan,1051,2.0,2,0
1268,2020-10-02,Johor,773,1.0,1,0
1269,2020-10-02,Sarawak,713,0.0,0,0
1270,2020-10-02,Pahang,381,1.0,1,0
1271,2020-10-02,Kedah,594,129.0,129,0
1272,2020-10-02,Perak,274,3.0,3,0
1273,2020-10-02,Melaka,267,0.0,0,0
1274,2020-10-02,Kelantan,166,2.0,2,0
1275,2020-10-02,Pulau Pinang,145,0.0,0,0
1276,2020-10-02,Terengganu,125,3.0,3,0
1277,2020-10-02,Putrajaya,105,0.0,0,0
1278,2020-10-02,Perlis,38,0.0,0,0
1279,2020-10-02,Labuan,29,1.0,1,0
1280,2020-10-01,Kuala Lumpur,2686,14.0,13,1
1281,2020-10-01,Selangor,2284,13.0,13,0
1282,2020-10-01,Sabah,1995,118.0,118,0
1283,2020-10-01,Negeri Sembilan,1049,0.0,0,0
1284,2020-10-01,Johor,772,5.0,5,0
1285,2020-10-01,Sarawak,713,0.0,0,0
1286,2020-10-01,Pahang,380,1.0,1,0
1287,2020-10-01,Kedah,465,98.0,98,0
1288,2020-10-01,Perak,271,0.0,0,0
1289,2020-10-01,Melaka,267,1.0,1,0
1290,2020-10-01,Kelantan,164,0.0,0,0
1291,2020-10-01,Pulau Pinang,145,1.0,1,0
1292,2020-10-01,Terengganu,122,2.0,2,0
1293,2020-10-01,Putrajaya,105,5.0,5,0
1294,2020-10-01,Perlis,38,2.0,2,0
1295,2020-10-01,Labuan,28,0.0,0,0
1296,2020-09-30,Kuala Lumpur,2672,6.0,3,3
1297,2020-09-30,Selangor,2271,10.0,10,0
1298,2020-09-30,Sabah,1877,35.0,35,0
1299,2020-09-30,Negeri Sembilan,1049,1.0,1,0
1300,2020-09-30,Johor,767,8.0,8,0
1301,2020-09-30,Sarawak,713,4.0,4,0
1302,2020-09-30,Pahang,379,2.0,2,0
1303,2020-09-30,Kedah,367,13.0,13,0
1304,2020-09-30,Perak,271,1.0,1,0
1305,2020-09-30,Melaka,266,0.0,0,0
1306,2020-09-30,Kelantan,164,2.0,2,0
1307,2020-09-30,Pulau Pinang,144,1.0,1,0
1308,2020-09-30,Terengganu,120,3.0,3,0
1309,2020-09-30,Putrajaya,100,0.0,0,0
1310,2020-09-30,Perlis,36,2.0,2,0
1311,2020-09-30,Labuan,28,1.0,1,0
1312,2020-09-29,Kuala Lumpur,2666,1.0,1,0
1313,2020-09-29,Selangor,2261,15.0,14,1
1314,2020-09-29,Sabah,1842,73.0,73,0
1315,2020-09-29,Negeri Sembilan,1048,0.0,0,0
1316,2020-09-29,Johor,759,2.0,2,0
1317,2020-09-29,Sarawak,709,3.0,0,3
1318,2020-09-29,Pahang,377,0.0,0,0
1319,2020-09-29,Kedah,354,1.0,1,0
1320,2020-09-29,Perak,270,1.0,1,0
1321,2020-09-29,Melaka,266,1.0,1,0
1322,2020-09-29,Kelantan,162,1.0,1,0
1323,2020-09-29,Pulau Pinang,143,1.0,1,0
1324,2020-09-29,Terengganu,117,0.0,0,0
1325,2020-09-29,Putrajaya,100,1.0,1,0
1326,2020-09-29,Perlis,34,1.0,1,0
1327,2020-09-29,Labuan,27,0.0,0,0
1328,2020-09-28,Kuala Lumpur,2665,1.0,0,1
1329,2020-09-28,Selangor,2246,11.0,10,1
1330,2020-09-28,Sabah,1769,98.0,98,0
1331,2020-09-28,Negeri Sembilan,1048,1.0,0,1
1332,2020-09-28,Johor,757,0.0,0,0
1333,2020-09-28,Sarawak,706,0.0,0,0
1334,2020-09-28,Pahang,377,0.0,0,0
1335,2020-09-28,Kedah,353,1.0,1,0
1336,2020-09-28,Perak,269,0.0,0,0
1337,2020-09-28,Melaka,265,1.0,1,0
1338,2020-09-28,Kelantan,161,0.0,0,0
1339,2020-09-28,Pulau Pinang,142,0.0,0,0
1340,2020-09-28,Terengganu,117,1.0,1,0
1341,2020-09-28,Putrajaya,99,0.0,0,0
1342,2020-09-28,Perlis,33,0.0,0,0
1343,2020-09-28,Labuan,27,1.0,1,0
1344,2020-09-27,Kuala Lumpur,2664,6.0,3,3
1345,2020-09-27,Selangor,2235,11.0,10,1
1346,2020-09-27,Sabah,1671,124.0,124,0
1347,2020-09-27,Negeri Sembilan,1047,0.0,0,0
1348,2020-09-27,Johor,757,2.0,2,0
1349,2020-09-27,Sarawak,706,2.0,2,0
1350,2020-09-27,Pahang,377,4.0,4,0
1351,2020-09-27,Kedah,352,0.0,0,0
1352,2020-09-27,Perak,269,0.0,0,0
1353,2020-09-27,Melaka,264,1.0,1,0
1354,2020-09-27,Kelantan,161,0.0,0,0
1355,2020-09-27,Pulau Pinang,142,0.0,0,0
1356,2020-09-27,Terengganu,116,0.0,0,0
1357,2020-09-27,Putrajaya,99,0.0,0,0
1358,2020-09-27,Perlis,33,0.0,0,0
1359,2020-09-27,Labuan,26,0.0,0,0
1360,2020-09-26,Kuala Lumpur,2658,6.0,3,3
1361,2020-09-26,Selangor,2224,2.0,2,0
1362,2020-09-26,Sabah,1547,64.0,64,0
1363,2020-09-26,Negeri Sembilan,1047,3.0,3,0
1364,2020-09-26,Johor,755,1.0,1,0
1365,2020-09-26,Sarawak,704,1.0,1,0
1366,2020-09-26,Pahang,373,1.0,1,0
1367,2020-09-26,Kedah,352,0.0,0,0
1368,2020-09-26,Perak,269,0.0,0,0
1369,2020-09-26,Melaka,263,1.0,1,0
1370,2020-09-26,Kelantan,161,0.0,0,0
1371,2020-09-26,Pulau Pinang,142,0.0,0,0
1372,2020-09-26,Terengganu,116,2.0,2,0
1373,2020-09-26,Putrajaya,99,0.0,0,0
1374,2020-09-26,Perlis,33,0.0,0,0
1375,2020-09-26,Labuan,26,1.0,1,0
1376,2020-09-25,Kuala Lumpur,2652,2.0,0,2
1377,2020-09-25,Selangor,2222,2.0,1,1
1378,2020-09-25,Sabah,1483,97.0,97,0
1379,2020-09-25,Negeri Sembilan,1044,0.0,0,0
1380,2020-09-25,Johor,754,1.0,0,1
1381,2020-09-25,Sarawak,703,0.0,0,0
1382,2020-09-25,Pahang,372,1.0,1,0
1383,2020-09-25,Kedah,352,8.0,8,0
1384,2020-09-25,Perak,269,0.0,0,0
1385,2020-09-25,Melaka,262,0.0,0,0
1386,2020-09-25,Kelantan,161,0.0,0,0
1387,2020-09-25,Pulau Pinang,142,0.0,0,0
1388,2020-09-25,Terengganu,114,0.0,0,0
1389,2020-09-25,Putrajaya,99,0.0,0,0
1390,2020-09-25,Perlis,33,0.0,0,0
1391,2020-09-25,Labuan,25,0.0,0,0
1392,2020-09-24,Kuala Lumpur,2650,0.0,0,0
1393,2020-09-24,Selangor,2220,3.0,2,1
1394,2020-09-24,Sabah,1386,63.0,63,0
1395,2020-09-24,Negeri Sembilan,1044,0.0,0,0
1396,2020-09-24,Johor,753,1.0,0,1
1397,2020-09-24,Sarawak,703,0.0,0,0
1398,2020-09-24,Pahang,371,0.0,0,0
1399,2020-09-24,Kedah,344,4.0,4,0
1400,2020-09-24,Perak,269,0.0,0,0
1401,2020-09-24,Melaka,262,0.0,0,0
1402,2020-09-24,Kelantan,161,0.0,0,0
1403,2020-09-24,Pulau Pinang,142,0.0,0,0
1404,2020-09-24,Terengganu,114,0.0,0,0
1405,2020-09-24,Putrajaya,99,0.0,0,0
1406,2020-09-24,Perlis,33,0.0,0,0
1407,2020-09-24,Labuan,25,0.0,0,0
1408,2020-09-23,Kuala Lumpur,2650,5.0,1,4
1409,2020-09-23,Selangor,2217,2.0,2,0
1410,2020-09-23,Sabah,1323,134.0,134,0
1411,2020-09-23,Negeri Sembilan,1044,0.0,0,0
1412,2020-09-23,Johor,752,0.0,0,0
1413,2020-09-23,Sarawak,703,0.0,0,0
1414,2020-09-23,Pahang,371,0.0,0,0
1415,2020-09-23,Kedah,340,5.0,5,0
1416,2020-09-23,Perak,269,0.0,0,0
1417,2020-09-23,Melaka,262,0.0,0,0
1418,2020-09-23,Kelantan,161,1.0,1,0
1419,2020-09-23,Pulau Pinang,142,0.0,0,0
1420,2020-09-23,Terengganu,114,0.0,0,0
1421,2020-09-23,Putrajaya,99,0.0,0,0
1422,2020-09-23,Perlis,33,0.0,0,0
1423,2020-09-23,Labuan,25,0.0,0,0
1424,2020-09-22,Kuala Lumpur,2645,9.0,0,9
1425,2020-09-22,Selangor,2215,1.0,1,0
1426,2020-09-22,Sabah,1189,60.0,60,0
1427,2020-09-22,Negeri Sembilan,1044,0.0,0,0
1428,2020-09-22,Johor,752,0.0,0,0
1429,2020-09-22,Sarawak,703,2.0,1,1
1430,2020-09-22,Pahang,371,0.0,0,0
1431,2020-09-22,Kedah,335,10.0,10,0
1432,2020-09-22,Perak,269,0.0,0,0
1433,2020-09-22,Melaka,262,0.0,0,0
1434,2020-09-22,Kelantan,160,0.0,0,0
1435,2020-09-22,Pulau Pinang,142,0.0,0,0
1436,2020-09-22,Terengganu,114,0.0,0,0
1437,2020-09-22,Putrajaya,99,0.0,0,0
1438,2020-09-22,Perlis,33,0.0,0,0
1439,2020-09-22,Labuan,25,0.0,0,0
1440,2020-09-21,Kuala Lumpur,2636,3.0,0,3
1441,2020-09-21,Selangor,2214,4.0,1,3
1442,2020-09-21,Negeri Sembilan,1044,0.0,0,0
1443,2020-09-21,Sabah,1129,49.0,49,0
1444,2020-09-21,Johor,752,0.0,0,0
1445,2020-09-21,Sarawak,701,0.0,0,0
1446,2020-09-21,Pahang,371,0.0,0,0
1447,2020-09-21,Kedah,325,1.0,1,0
1448,2020-09-21,Perak,269,0.0,0,0
1449,2020-09-21,Melaka,262,0.0,0,0
1450,2020-09-21,Kelantan,160,0.0,0,0
1451,2020-09-21,Pulau Pinang,142,0.0,0,0
1452,2020-09-21,Terengganu,114,0.0,0,0
1453,2020-09-21,Putrajaya,99,0.0,0,0
1454,2020-09-21,Perlis,33,0.0,0,0
1455,2020-09-21,Labuan,25,0.0,0,0
1456,2020-09-20,Kuala Lumpur,2633,6.0,0,6
1457,2020-09-20,Selangor,2210,4.0,0,4
1458,2020-09-20,Negeri Sembilan,1044,0.0,0,0
1459,2020-09-20,Sabah,1080,36.0,36,0
1460,2020-09-20,Johor,752,0.0,0,0
1461,2020-09-20,Sarawak,701,0.0,0,0
1462,2020-09-20,Pahang,371,0.0,0,0
1463,2020-09-20,Kedah,324,3.0,3,0
1464,2020-09-20,Perak,269,0.0,0,0
1465,2020-09-20,Melaka,262,0.0,0,0
1466,2020-09-20,Kelantan,160,0.0,0,0
1467,2020-09-20,Pulau Pinang,142,1.0,1,0
1468,2020-09-20,Terengganu,114,0.0,0,0
1469,2020-09-20,Putrajaya,99,0.0,0,0
1470,2020-09-20,Perlis,33,0.0,0,0
1471,2020-09-20,Labuan,25,2.0,0,2
1472,2020-09-19,Kuala Lumpur,2627,2.0,0,2
1473,2020-09-19,Selangor,2206,1.0,0,1
1474,2020-09-19,Negeri Sembilan,1044,0.0,0,0
1475,2020-09-19,Sabah,1044,8.0,8,0
1476,2020-09-19,Johor,752,0.0,0,0
1477,2020-09-19,Sarawak,701,0.0,0,0
1478,2020-09-19,Pahang,371,0.0,0,0
1479,2020-09-19,Kedah,321,9.0,9,0
1480,2020-09-19,Perak,269,0.0,0,0
1481,2020-09-19,Melaka,262,0.0,0,0
1482,2020-09-19,Kelantan,160,0.0,0,0
1483,2020-09-19,Pulau Pinang,141,0.0,0,0
1484,2020-09-19,Terengganu,114,0.0,0,0
1485,2020-09-19,Putrajaya,99,0.0,0,0
1486,2020-09-19,Perlis,33,0.0,0,0
1487,2020-09-19,Labuan,23,0.0,0,0
1488,2020-09-18,Kuala Lumpur,2625,0.0,0,0
1489,2020-09-18,Selangor,2205,3.0,0,3
1490,2020-09-18,Negeri Sembilan,1044,1.0,1,0
1491,2020-09-18,Sabah,1036,91.0,90,1
1492,2020-09-18,Johor,752,0.0,0,0
1493,2020-09-18,Sarawak,701,0.0,0,0
1494,2020-09-18,Pahang,371,0.0,0,0
1495,2020-09-18,Kedah,312,0.0,0,0
1496,2020-09-18,Perak,269,0.0,0,0
1497,2020-09-18,Melaka,262,0.0,0,0
1498,2020-09-18,Kelantan,160,0.0,0,0
1499,2020-09-18,Pulau Pinang,141,0.0,0,0
1500,2020-09-18,Terengganu,114,0.0,0,0
1501,2020-09-18,Putrajaya,99,0.0,0,0
1502,2020-09-18,Perlis,33,0.0,0,0
1503,2020-09-18,Labuan,23,0.0,0,0
1504,2020-09-17,Perlis,33,0.0,0,0
1505,2020-09-17,Kedah,312,7.0,7,0
1506,2020-09-17,Pulau Pinang,141,2.0,2,0
1507,2020-09-17,Perak,269,0.0,0,0
1508,2020-09-17,Selangor,2202,3.0,1,2
1509,2020-09-17,Negeri Sembilan,1043,0.0,0,0
1510,2020-09-17,Melaka,262,0.0,0,0
1511,2020-09-17,Johor,752,0.0,0,0
1512,2020-09-17,Pahang,371,0.0,0,0
1513,2020-09-17,Terengganu,114,0.0,0,0
1514,2020-09-17,Kelantan,160,0.0,0,0
1515,2020-09-17,Sabah,945,8.0,5,3
1516,2020-09-17,Sarawak,701,1.0,1,0
1517,2020-09-17,Kuala Lumpur,2625,0.0,0,0
1518,2020-09-17,Putrajaya,99,0.0,0,0
1519,2020-09-17,Labuan,23,0.0,0,0
1520,2020-09-16,Perlis,33,0.0,0,0
1521,2020-09-16,Kedah,305,1.0,1,0
1522,2020-09-16,Pulau Pinang,139,1.0,1,0
1523,2020-09-16,Perak,269,0.0,0,0
1524,2020-09-16,Selangor,2199,0.0,0,0
1525,2020-09-16,Negeri Sembilan,1043,0.0,0,0
1526,2020-09-16,Melaka,262,0.0,0,0
1527,2020-09-16,Johor,752,0.0,0,0
1528,2020-09-16,Pahang,371,0.0,0,0
1529,2020-09-16,Terengganu,114,0.0,0,0
1530,2020-09-16,Kelantan,160,0.0,0,0
1531,2020-09-16,Sabah,937,60.0,59,1
1532,2020-09-16,Sarawak,700,0.0,0,0
1533,2020-09-16,Kuala Lumpur,2625,0.0,0,0
1534,2020-09-16,Putrajaya,99,0.0,0,0
1535,2020-09-16,Labuan,23,0.0,0,0
1536,2020-09-15,Perlis,33,0.0,0,0
1537,2020-09-15,Kedah,304,0.0,0,0
1538,2020-09-15,Pulau Pinang,138,0.0,0,0
1539,2020-09-15,Perak,269,0.0,0,0
1540,2020-09-15,Selangor,2199,5.0,0,5
1541,2020-09-15,Negeri Sembilan,1043,0.0,0,0
1542,2020-09-15,Melaka,262,0.0,0,0
1543,2020-09-15,Johor,752,0.0,0,0
1544,2020-09-15,Pahang,371,0.0,0,0
1545,2020-09-15,Terengganu,114,0.0,0,0
1546,2020-09-15,Kelantan,160,0.0,0,0
1547,2020-09-15,Sabah,877,13.0,13,0
1548,2020-09-15,Sarawak,700,0.0,0,0
1549,2020-09-15,Kuala Lumpur,2625,5.0,0,5
1550,2020-09-15,Putrajaya,99,0.0,0,0
1551,2020-09-15,Labuan,23,0.0,0,0
1552,2020-09-14,Perlis,33,0.0,0,0
1553,2020-09-14,Kedah,304,1.0,1,0
1554,2020-09-14,Pulau Pinang,138,0.0,0,0
1555,2020-09-14,Perak,269,0.0,0,0
1556,2020-09-14,Selangor,2194,0.0,0,0
1557,2020-09-14,Negeri Sembilan,1043,4.0,4,0
1558,2020-09-14,Melaka,262,0.0,0,0
1559,2020-09-14,Johor,752,0.0,0,0
1560,2020-09-14,Pahang,371,0.0,0,0
1561,2020-09-14,Terengganu,114,0.0,0,0
1562,2020-09-14,Kelantan,160,0.0,0,0
1563,2020-09-14,Sabah,864,25.0,23,2
1564,2020-09-14,Sarawak,700,0.0,0,0
1565,2020-09-14,Kuala Lumpur,2620,1.0,0,1
1566,2020-09-14,Putrajaya,99,0.0,0,0
1567,2020-09-14,Labuan,23,0.0,0,0
1568,2020-09-13,Perlis,33,0.0,0,0
1569,2020-09-13,Kedah,303,14.0,14,0
1570,2020-09-13,Pulau Pinang,138,0.0,0,0
1571,2020-09-13,Perak,269,0.0,0,0
1572,2020-09-13,Selangor,2194,1.0,0,1
1573,2020-09-13,Negeri Sembilan,1039,0.0,0,0
1574,2020-09-13,Melaka,262,0.0,0,0
1575,2020-09-13,Johor,752,0.0,0,0
1576,2020-09-13,Pahang,371,0.0,0,0
1577,2020-09-13,Terengganu,114,0.0,0,0
1578,2020-09-13,Kelantan,160,0.0,0,0
1579,2020-09-13,Sabah,839,31.0,31,0
1580,2020-09-13,Sarawak,700,0.0,0,0
1581,2020-09-13,Kuala Lumpur,2619,1.0,0,1
1582,2020-09-13,Putrajaya,99,0.0,0,0
1583,2020-09-13,Labuan,23,0.0,0,0
1584,2020-09-12,Perlis,33,0.0,0,0
1585,2020-09-12,Kedah,289,5.0,5,0
1586,2020-09-12,Pulau Pinang,138,0.0,0,0
1587,2020-09-12,Perak,269,0.0,0,0
1588,2020-09-12,Selangor,2193,2.0,0,2
1589,2020-09-12,Negeri Sembilan,1039,0.0,0,0
1590,2020-09-12,Melaka,262,0.0,0,0
1591,2020-09-12,Johor,752,0.0,0,0
1592,2020-09-12,Pahang,371,0.0,0,0
1593,2020-09-12,Terengganu,114,0.0,0,0
1594,2020-09-12,Kelantan,160,0.0,0,0
1595,2020-09-12,Sabah,808,49.0,48,1
1596,2020-09-12,Sarawak,700,0.0,0,0
1597,2020-09-12,Kuala Lumpur,2618,2.0,0,2
1598,2020-09-12,Putrajaya,99,0.0,0,0
1599,2020-09-12,Labuan,23,0.0,0,0
1600,2020-09-11,Perlis,33,0.0,0,0
1601,2020-09-11,Kedah,284,14.0,14,0
1602,2020-09-11,Pulau Pinang,138,0.0,0,0
1603,2020-09-11,Perak,269,0.0,0,0
1604,2020-09-11,Selangor,2191,1.0,0,1
1605,2020-09-11,Negeri Sembilan,1039,0.0,0,0
1606,2020-09-11,Melaka,262,0.0,0,0
1607,2020-09-11,Johor,752,0.0,0,0
1608,2020-09-11,Pahang,371,0.0,0,0
1609,2020-09-11,Terengganu,114,0.0,0,0
1610,2020-09-11,Kelantan,160,0.0,0,0
1611,2020-09-11,Sabah,759,167.0,167,0
1612,2020-09-11,Sarawak,700,0.0,0,0
1613,2020-09-11,Kuala Lumpur,2616,0.0,0,0
1614,2020-09-11,Putrajaya,99,0.0,0,0
1615,2020-09-11,Labuan,23,0.0,0,0
1616,2020-09-10,Perlis,33,0.0,0,0
1617,2020-09-10,Kedah,270,4.0,4,0
