,date,state,total_cases,daily_cases,local_cases,import_cases
542,2020-11-17,Putrajaya,194,2.0,2,0
543,2020-11-17,Perlis,41,0.0,0,0
544,2020-11-16,Sabah,23383,288.0,288,0
545,2020-11-16,Selangor,7775,151.0,150,1
546,2020-11-16,Kuala Lumpur,4368,392.0,392,0
547,2020-11-16,Negeri Sembilan,3511,90.0,90,0
548,2020-11-16,Kedah,2273,10.0,10,0
549,2020-11-16,Pulau Pinang,1654,26.0,26,0
550,2020-11-16,Labuan,1185,8.0,8,0
551,2020-11-16,Sarawak,1041,1.0,1,0
552,2020-11-16,Johor,1002,8.0,8,0
553,2020-11-16,Perak,885,116.0,116,0
554,2020-11-16,Pahang,395,0.0,0,0
555,2020-11-16,Melaka,368,1.0,1,0
556,2020-11-16,Terengganu,229,4.0,4,0
557,2020-11-16,Kelantan,218,7.0,7,0
558,2020-11-16,Putrajaya,192,1.0,1,0
559,2020-11-16,Perlis,41,0.0,0,0
560,2020-11-15,Sabah,23095,381.0,381,0
561,2020-11-15,Selangor,7624,185.0,185,0
562,2020-11-15,Kuala Lumpur,3976,475.0,469,6
563,2020-11-15,Kedah,2263,8.0,8,0
564,2020-11-15,Negeri Sembilan,3421,48.0,48,0
565,2020-11-15,Pulau Pinang,1628,42.0,42,0
566,2020-11-15,Johor,994,9.0,9,0
567,2020-11-15,Sarawak,1040,4.0,4,0
568,2020-11-15,Perak,769,21.0,21,0
569,2020-11-15,Labuan,1177,30.0,30,0
570,2020-11-15,Pahang,395,0.0,0,0
571,2020-11-15,Melaka,367,2.0,2,0
572,2020-11-15,Terengganu,225,0.0,0,0
573,2020-11-15,Kelantan,211,1.0,1,0
574,2020-11-15,Putrajaya,191,1.0,1,0
575,2020-11-15,Perlis,41,1.0,1,0
576,2020-11-14,Sabah,22714,391.0,391,0
577,2020-11-14,Selangor,7439,200.0,199,1
578,2020-11-14,Kuala Lumpur,3501,13.0,13,0
579,2020-11-14,Kedah,2255,10.0,10,0
580,2020-11-14,Negeri Sembilan,3373,371.0,371,0
581,2020-11-14,Pulau Pinang,1586,34.0,34,0
582,2020-11-14,Johor,985,15.0,15,0
583,2020-11-14,Sarawak,1036,4.0,3,1
584,2020-11-14,Perak,748,53.0,53,0
585,2020-11-14,Labuan,1147,8.0,8,0
586,2020-11-14,Pahang,395,0.0,0,0
587,2020-11-14,Melaka,365,6.0,6,0
588,2020-11-14,Terengganu,225,0.0,0,0
589,2020-11-14,Kelantan,210,5.0,5,0
590,2020-11-14,Putrajaya,190,4.0,4,0
591,2020-11-14,Perlis,40,0.0,0,0
592,2020-11-13,Sabah,22323,556.0,556,0
593,2020-11-13,Selangor,7239,364.0,361,3
594,2020-11-13,Kuala Lumpur,3488,202.0,201,1
595,2020-11-13,Kedah,2245,5.0,5,0
596,2020-11-13,Negeri Sembilan,3002,83.0,83,0
597,2020-11-13,Pulau Pinang,1552,42.0,42,0
598,2020-11-13,Johor,970,3.0,3,0
599,2020-11-13,Sarawak,1032,13.0,13,0
600,2020-11-13,Perak,695,13.0,13,0
601,2020-11-13,Labuan,1139,4.0,4,0
602,2020-11-13,Pahang,395,0.0,0,0
603,2020-11-13,Melaka,359,13.0,13,0
604,2020-11-13,Terengganu,225,0.0,0,0
605,2020-11-13,Kelantan,205,5.0,5,0
606,2020-11-13,Putrajaya,186,1.0,1,0
607,2020-11-13,Perlis,40,0.0,0,0
608,2020-11-12,Sabah,21767,319.0,318,1
609,2020-11-12,Selangor,6875,174.0,174,0
610,2020-11-12,Kuala Lumpur,3286,49.0,47,2
611,2020-11-12,Kedah,2240,3.0,3,0
612,2020-11-12,Negeri Sembilan,2919,240.0,240,0
613,2020-11-12,Pulau Pinang,1510,63.0,63,0
614,2020-11-12,Johor,967,8.0,8,0
615,2020-11-12,Sarawak,1019,8.0,8,0
616,2020-11-12,Perak,682,9.0,9,0
617,2020-11-12,Labuan,1135,35.0,35,0
618,2020-11-12,Pahang,395,0.0,0,0
619,2020-11-12,Melaka,346,8.0,8,0
620,2020-11-12,Terengganu,225,0.0,0,0
621,2020-11-12,Kelantan,200,2.0,2,0
622,2020-11-12,Putrajaya,185,1.0,1,0
623,2020-11-12,Perlis,40,0.0,0,0
624,2020-11-11,Sabah,21448,259.0,258,1
625,2020-11-11,Selangor,6701,178.0,176,2
626,2020-11-11,Kuala Lumpur,3237,21.0,17,4
627,2020-11-11,Kedah,2237,17.0,17,0
628,2020-11-11,Negeri Sembilan,2679,225.0,225,0
629,2020-11-11,Pulau Pinang,1447,26.0,26,0
630,2020-11-11,Johor,959,10.0,10,0
631,2020-11-11,Sarawak,1011,14.0,14,0
632,2020-11-11,Perak,673,14.0,14,0
633,2020-11-11,Labuan,1100,46.0,46,0
634,2020-11-11,Pahang,395,0.0,0,0
635,2020-11-11,Melaka,338,6.0,6,0
636,2020-11-11,Terengganu,225,0.0,0,0
637,2020-11-11,Kelantan,198,1.0,1,0
638,2020-11-11,Putrajaya,184,3.0,3,0
639,2020-11-11,Perlis,40,2.0,2,0
640,2020-11-10,Sabah,21189,397.0,397,0
641,2020-11-10,Selangor,6523,236.0,235,1
642,2020-11-10,Kuala Lumpur,3216,19.0,19,0
643,2020-11-10,Kedah,2220,3.0,3,0
644,2020-11-10,Negeri Sembilan,2454,141.0,141,0
645,2020-11-10,Pulau Pinang,1421,27.0,27,0
646,2020-11-10,Johor,949,8.0,8,0
647,2020-11-10,Sarawak,997,6.0,6,0
648,2020-11-10,Perak,659,12.0,12,0
649,2020-11-10,Labuan,1054,8.0,8,0
650,2020-11-10,Pahang,395,0.0,0,0
651,2020-11-10,Melaka,332,0.0,0,0
652,2020-11-10,Terengganu,225,0.0,0,0
653,2020-11-10,Kelantan,197,9.0,9,0
654,2020-11-10,Putrajaya,181,3.0,3,0
655,2020-11-10,Perlis,38,0.0,0,0
656,2020-11-09,Sabah,20792,370.0,370,0
657,2020-11-09,Selangor,6287,138.0,137,1
658,2020-11-09,Kuala Lumpur,3197,22.0,20,2
659,2020-11-09,Kedah,2217,8.0,8,0
660,2020-11-09,Negeri Sembilan,2313,260.0,260,0
661,2020-11-09,Pulau Pinang,1394,34.0,34,0
662,2020-11-09,Johor,941,10.0,8,2
663,2020-11-09,Sarawak,991,4.0,4,0
664,2020-11-09,Perak,647,51.0,51,0
665,2020-11-09,Labuan,1046,63.0,63,0
666,2020-11-09,Pahang,395,0.0,0,0
667,2020-11-09,Melaka,332,5.0,5,0
668,2020-11-09,Terengganu,225,0.0,0,0
669,2020-11-09,Kelantan,188,2.0,2,0
670,2020-11-09,Putrajaya,178,5.0,5,0
671,2020-11-09,Perlis,38,0.0,0,0
672,2020-11-08,Sabah,20422,524.0,524,0
673,2020-11-08,Selangor,6149,148.0,136,12
674,2020-11-08,Kuala Lumpur,3175,11.0,11,0
675,2020-11-08,Kedah,2209,3.0,3,0
676,2020-11-08,Negeri Sembilan,2053,104.0,104,0
677,2020-11-08,Pulau Pinang,1360,18.0,18,0
678,2020-11-08,Johor,931,1.0,1,0
679,2020-11-08,Sarawak,987,2.0,2,0
680,2020-11-08,Perak,596,7.0,7,0
681,2020-11-08,Labuan,983,24.0,23,1
682,2020-11-08,Pahang,395,0.0,0,0
683,2020-11-08,Melaka,327,5.0,5,0
684,2020-11-08,Terengganu,225,1.0,1,0
685,2020-11-08,Kelantan,186,2.0,2,0
686,2020-11-08,Putrajaya,173,2.0,2,0
687,2020-11-08,Perlis,38,0.0,0,0
688,2020-11-07,Sabah,19898,616.0,616,0
689,2020-11-07,Selangor,6001,247.0,247,0
690,2020-11-07,Kuala Lumpur,3164,28.0,28,0
691,2020-11-07,Kedah,2206,15.0,15,0
692,2020-11-07,Negeri Sembilan,1949,68.0,68,0
693,2020-11-07,Pulau Pinang,1342,18.0,18,0
694,2020-11-07,Johor,930,5.0,5,0
695,2020-11-07,Sarawak,985,25.0,25,0
696,2020-11-07,Perak,589,37.0,37,0
697,2020-11-07,Labuan,959,104.0,104,0
698,2020-11-07,Pahang,395,0.0,0,0
699,2020-11-07,Melaka,322,2.0,2,0
700,2020-11-07,Terengganu,224,3.0,3,0
701,2020-11-07,Kelantan,184,0.0,0,0
702,2020-11-07,Putrajaya,171,0.0,0,0
703,2020-11-07,Perlis,38,0.0,0,0
704,2020-11-06,Sabah,19282,1199.0,1199,0
705,2020-11-06,Selangor,5754,164.0,164,0
706,2020-11-06,Kuala Lumpur,3136,18.0,17,1
707,2020-11-06,Kedah,2191,19.0,19,0
708,2020-11-06,Negeri Sembilan,1881,45.0,45,0
709,2020-11-06,Pulau Pinang,1324,192.0,192,0
710,2020-11-06,Johor,925,4.0,3,1
711,2020-11-06,Sarawak,960,18.0,17,1
712,2020-11-06,Perak,552,18.0,18,0
713,2020-11-06,Labuan,855,59.0,59,0
714,2020-11-06,Pahang,395,0.0,0,0
715,2020-11-06,Melaka,320,2.0,2,0
716,2020-11-06,Terengganu,221,8.0,8,0
717,2020-11-06,Kelantan,184,0.0,0,0
718,2020-11-06,Putrajaya,171,9.0,9,0
719,2020-11-06,Perlis,38,0.0,0,0
720,2020-11-05,Sabah,18083,564.0,564,0
721,2020-11-05,Selangor,5590,180.0,177,3
722,2020-11-05,Kuala Lumpur,3118,17.0,14,3
723,2020-11-05,Kedah,2172,7.0,7,0
724,2020-11-05,Negeri Sembilan,1836,90.0,90,0
725,2020-11-05,Pulau Pinang,1132,36.0,36,0
726,2020-11-05,Johor,921,2.0,2,0
727,2020-11-05,Sarawak,942,6.0,6,0
728,2020-11-05,Perak,534,6.0,6,0
729,2020-11-05,Labuan,796,95.0,92,3
730,2020-11-05,Pahang,395,0.0,0,0
731,2020-11-05,Melaka,318,5.0,5,0
732,2020-11-05,Terengganu,213,0.0,0,0
733,2020-11-05,Kelantan,184,0.0,0,0
734,2020-11-05,Putrajaya,162,1.0,1,0
735,2020-11-05,Perlis,38,0.0,0,0
736,2020-11-04,Sabah,17519,646.0,646,0
737,2020-11-04,Selangor,5410,231.0,231,0
738,2020-11-04,Kuala Lumpur,3101,9.0,7,2
739,2020-11-04,Kedah,2165,25.0,25,0
740,2020-11-04,Negeri Sembilan,1746,44.0,44,0
741,2020-11-04,Pulau Pinang,1096,23.0,23,0
742,2020-11-04,Johor,919,2.0,1,1
743,2020-11-04,Sarawak,936,9.0,9,0
744,2020-11-04,Perak,528,6.0,6,0
745,2020-11-04,Labuan,701,28.0,28,0
746,2020-11-04,Pahang,395,0.0,0,0
747,2020-11-04,Melaka,313,0.0,0,0
748,2020-11-04,Terengganu,213,3.0,3,0
749,2020-11-04,Kelantan,184,2.0,2,0
750,2020-11-04,Putrajaya,161,4.0,4,0
751,2020-11-04,Perlis,38,0.0,0,0
752,2020-11-03,Sabah,16873,678.0,678,0
753,2020-11-03,Selangor,5179,125.0,124,1
754,2020-11-03,Kuala Lumpur,3092,22.0,10,12
755,2020-11-03,Kedah,2140,12.0,12,0
756,2020-11-03,Negeri Sembilan,1702,71.0,71,0
757,2020-11-03,Pulau Pinang,1073,35.0,35,0
758,2020-11-03,Johor,917,1.0,1,0
759,2020-11-03,Sarawak,927,21.0,21,0
760,2020-11-03,Perak,522,3.0,2,1
761,2020-11-03,Labuan,673,81.0,81,0
762,2020-11-03,Pahang,395,0.0,0,0
763,2020-11-03,Melaka,313,1.0,1,0
764,2020-11-03,Terengganu,210,1.0,1,0
765,2020-11-03,Kelantan,182,0.0,0,0
766,2020-11-03,Putrajaya,157,3.0,3,0
767,2020-11-03,Perlis,38,0.0,0,0
768,2020-11-02,Sabah,16195,503.0,503,0
769,2020-11-02,Selangor,5054,129.0,129,0
770,2020-11-02,Kuala Lumpur,3070,22.0,20,2
771,2020-11-02,Kedah,2128,3.0,3,0
772,2020-11-02,Negeri Sembilan,1631,16.0,16,0
773,2020-11-02,Pulau Pinang,1038,21.0,21,0
774,2020-11-02,Johor,916,9.0,8,1
775,2020-11-02,Sarawak,906,14.0,14,0
776,2020-11-02,Perak,519,3.0,3,0
777,2020-11-02,Labuan,592,105.0,105,0
778,2020-11-02,Pahang,395,1.0,1,0
779,2020-11-02,Melaka,312,0.0,0,0
780,2020-11-02,Terengganu,209,0.0,0,0
781,2020-11-02,Kelantan,182,2.0,2,0
782,2020-11-02,Putrajaya,154,6.0,6,0
783,2020-11-02,Perlis,38,0.0,0,0
784,2020-11-01,Sabah,15692,644.0,644,0
785,2020-11-01,Selangor,4925,225.0,225,0
786,2020-11-01,Kuala Lumpur,3048,4.0,4,0
787,2020-11-01,Kedah,2125,1.0,1,0
788,2020-11-01,Negeri Sembilan,1615,8.0,8,0
789,2020-11-01,Pulau Pinang,1017,23.0,23,0
790,2020-11-01,Johor,907,1.0,1,0
791,2020-11-01,Sarawak,892,11.0,11,0
792,2020-11-01,Perak,516,5.0,5,0
793,2020-11-01,Labuan,487,18.0,18,0
794,2020-11-01,Pahang,394,0.0,0,0
795,2020-11-01,Melaka,312,1.0,1,0
796,2020-11-01,Terengganu,209,15.0,15,0
797,2020-11-01,Kelantan,180,0.0,0,0
798,2020-11-01,Putrajaya,148,1.0,1,0
799,2020-11-01,Perlis,38,0.0,0,0
800,2020-10-31,Sabah,15048,529.0,529,0
801,2020-10-31,Selangor,4700,55.0,54,1
802,2020-10-31,Kuala Lumpur,3044,11.0,11,0
803,2020-10-31,Kedah,2124,2.0,2,0
804,2020-10-31,Negeri Sembilan,1607,25.0,25,0
805,2020-10-31,Pulau Pinang,994,2.0,2,0
806,2020-10-31,Johor,906,0.0,0,0
807,2020-10-31,Sarawak,881,9.0,9,0
808,2020-10-31,Perak,511,6.0,6,0
809,2020-10-31,Labuan,469,12.0,12,0
810,2020-10-31,Pahang,394,1.0,1,0
811,2020-10-31,Melaka,311,0.0,0,0
812,2020-10-31,Terengganu,194,2.0,2,0
813,2020-10-31,Kelantan,180,1.0,1,0
814,2020-10-31,Putrajaya,147,4.0,4,0
815,2020-10-31,Perlis,38,0.0,0,0
816,2020-10-30,Sabah,14519,466.0,466,0
817,2020-10-30,Selangor,4645,150.0,150,0
818,2020-10-30,Kuala Lumpur,3033,19.0,19,0
819,2020-10-30,Kedah,2122,5.0,5,0
820,2020-10-30,Negeri Sembilan,1582,23.0,23,0
821,2020-10-30,Johor,906,9.0,9,0
822,2020-10-30,Sarawak,872,16.0,16,0
823,2020-10-30,Pulau Pinang,992,35.0,35,0
824,2020-10-30,Perak,505,10.0,10,0
825,2020-10-30,Pahang,393,0.0,0,0
826,2020-10-30,Melaka,311,0.0,0,0
827,2020-10-30,Labuan,457,65.0,65,0
828,2020-10-30,Kelantan,179,0.0,0,0
829,2020-10-30,Terengganu,192,0.0,0,0
830,2020-10-30,Putrajaya,143,1.0,1,0
831,2020-10-30,Perlis,38,0.0,0,0
832,2020-10-29,Sabah,14053,352.0,352,0
833,2020-10-29,Selangor,4495,135.0,132,3
834,2020-10-29,Kuala Lumpur,3014,23.0,21,2
835,2020-10-29,Kedah,2117,37.0,37,0
836,2020-10-29,Negeri Sembilan,1559,43.0,43,0
837,2020-10-29,Johor,897,10.0,10,0
838,2020-10-29,Sarawak,856,10.0,8,2
839,2020-10-29,Pulau Pinang,957,13.0,13,0
840,2020-10-29,Perak,495,5.0,5,0
841,2020-10-29,Pahang,393,1.0,1,0
842,2020-10-29,Melaka,311,1.0,1,0
843,2020-10-29,Labuan,392,17.0,17,0
844,2020-10-29,Kelantan,179,0.0,0,0
845,2020-10-29,Terengganu,192,1.0,1,0
846,2020-10-29,Putrajaya,142,1.0,1,0
847,2020-10-29,Perlis,38,0.0,0,0
848,2020-10-28,Sabah,13701,546.0,546,0
849,2020-10-28,Selangor,4360,89.0,88,1
850,2020-10-28,Kuala Lumpur,2991,14.0,13,1
851,2020-10-28,Kedah,2080,28.0,28,0
852,2020-10-28,Negeri Sembilan,1516,24.0,24,0
853,2020-10-28,Johor,887,8.0,8,0
854,2020-10-28,Sarawak,846,27.0,27,0
855,2020-10-28,Pulau Pinang,944,19.0,19,0
856,2020-10-28,Perak,490,6.0,6,0
857,2020-10-28,Pahang,392,0.0,0,0
858,2020-10-28,Melaka,310,0.0,0,0
859,2020-10-28,Labuan,375,29.0,29,0
860,2020-10-28,Kelantan,179,0.0,0,0
861,2020-10-28,Terengganu,191,11.0,11,0
862,2020-10-28,Putrajaya,141,0.0,0,0
863,2020-10-28,Perlis,38,0.0,0,0
864,2020-10-27,Sabah,13155,410.0,410,0
865,2020-10-27,Selangor,4271,126.0,125,1
866,2020-10-27,Kuala Lumpur,2977,11.0,9,2
867,2020-10-27,Kedah,2052,4.0,4,0
868,2020-10-27,Negeri Sembilan,1492,155.0,155,0
869,2020-10-27,Johor,879,8.0,8,0
870,2020-10-27,Sarawak,819,16.0,16,0
871,2020-10-27,Pulau Pinang,925,13.0,13,0
872,2020-10-27,Perak,484,11.0,11,0
873,2020-10-27,Pahang,392,0.0,0,0
874,2020-10-27,Melaka,310,0.0,0,0
875,2020-10-27,Labuan,346,76.0,74,2
876,2020-10-27,Kelantan,179,0.0,0,0
877,2020-10-27,Terengganu,180,4.0,4,0
878,2020-10-27,Putrajaya,141,1.0,1,0
879,2020-10-27,Perlis,38,0.0,0,0
880,2020-10-26,Sabah,12745,927.0,927,0
881,2020-10-26,Selangor,4145,177.0,176,1
882,2020-10-26,Kuala Lumpur,2966,17.0,17,0
883,2020-10-26,Kedah,2048,3.0,3,0
884,2020-10-26,Negeri Sembilan,1337,25.0,25,0
885,2020-10-26,Johor,871,4.0,4,0
886,2020-10-26,Sarawak,803,7.0,7,0
887,2020-10-26,Pulau Pinang,912,61.0,61,0
888,2020-10-26,Perak,473,8.0,8,0
889,2020-10-26,Pahang,392,0.0,0,0
890,2020-10-26,Melaka,310,2.0,2,0
891,2020-10-26,Labuan,270,6.0,5,1
892,2020-10-26,Kelantan,179,0.0,0,0
893,2020-10-26,Terengganu,176,3.0,3,0
894,2020-10-26,Putrajaya,140,0.0,0,0
895,2020-10-26,Perlis,38,0.0,0,0
896,2020-10-25,Sabah,11818,533.0,533,0
897,2020-10-25,Selangor,3968,88.0,88,0
898,2020-10-25,Kuala Lumpur,2949,10.0,10,0
899,2020-10-25,Kedah,2045,1.0,1,0
900,2020-10-25,Negeri Sembilan,1312,22.0,22,0
901,2020-10-25,Johor,867,15.0,15,0
902,2020-10-25,Sarawak,796,16.0,16,0
903,2020-10-25,Pulau Pinang,851,97.0,97,0
904,2020-10-25,Pahang,392,0.0,0,0
905,2020-10-25,Perak,465,6.0,6,0
906,2020-10-25,Melaka,308,0.0,0,0
907,2020-10-25,Kelantan,179,1.0,1,0
908,2020-10-25,Terengganu,173,7.0,7,0
909,2020-10-25,Putrajaya,140,1.0,1,0
910,2020-10-25,Labuan,264,26.0,26,0
911,2020-10-25,Perlis,38,0.0,0,0
912,2020-10-24,Sabah,11285,889.0,889,0
913,2020-10-24,Selangor,3880,76.0,76,0
914,2020-10-24,Kuala Lumpur,2939,19.0,8,11
915,2020-10-24,Kedah,2044,76.0,76,0
916,2020-10-24,Negeri Sembilan,1290,96.0,96,0
917,2020-10-24,Johor,852,7.0,7,0
918,2020-10-24,Sarawak,780,8.0,8,0
919,2020-10-24,Pulau Pinang,754,23.0,23,0
920,2020-10-24,Pahang,392,0.0,0,0
921,2020-10-24,Perak,459,10.0,10,0
922,2020-10-24,Melaka,308,3.0,3,0
923,2020-10-24,Kelantan,178,0.0,0,0
924,2020-10-24,Terengganu,166,0.0,0,0
925,2020-10-24,Putrajaya,139,0.0,0,0
926,2020-10-24,Labuan,238,21.0,21,0
927,2020-10-24,Perlis,38,0.0,0,0
928,2020-10-23,Sabah,10396,528.0,528,0
929,2020-10-23,Selangor,3804,62.0,62,0
930,2020-10-23,Kuala Lumpur,2920,11.0,10,1
931,2020-10-23,Kedah,1968,1.0,1,0
932,2020-10-23,Negeri Sembilan,1194,37.0,37,0
933,2020-10-23,Johor,845,4.0,4,0
934,2020-10-23,Sarawak,772,2.0,2,0
935,2020-10-23,Pulau Pinang,731,39.0,39,0
936,2020-10-23,Pahang,392,1.0,1,0
937,2020-10-23,Perak,449,4.0,4,0
938,2020-10-23,Melaka,305,0.0,0,0
939,2020-10-23,Kelantan,178,0.0,0,0
940,2020-10-23,Terengganu,166,2.0,2,0
941,2020-10-23,Putrajaya,139,0.0,0,0
942,2020-10-23,Labuan,217,19.0,19,0
943,2020-10-23,Perlis,38,0.0,0,0
944,2020-10-22,Sabah,9868,578.0,578,0
945,2020-10-22,Selangor,3742,137.0,132,5
946,2020-10-22,Kuala Lumpur,2909,23.0,23,0
947,2020-10-22,Kedah,1967,3.0,3,0
948,2020-10-22,Negeri Sembilan,1157,38.0,38,0
949,2020-10-22,Johor,841,1.0,1,0
950,2020-10-22,Sarawak,770,1.0,1,0
951,2020-10-22,Pulau Pinang,692,10.0,10,0
952,2020-10-22,Pahang,391,2.0,2,0
953,2020-10-22,Perak,445,14.0,14,0
954,2020-10-22,Melaka,305,3.0,3,0
955,2020-10-22,Kelantan,178,3.0,3,0
956,2020-10-22,Terengganu,164,1.0,1,0
957,2020-10-22,Putrajaya,139,4.0,4,0
958,2020-10-22,Labuan,198,29.0,29,0
959,2020-10-22,Perlis,38,0.0,0,0
960,2020-10-21,Sabah,9290,535.0,535,0
961,2020-10-21,Selangor,3605,116.0,114,2
962,2020-10-21,Kuala Lumpur,2886,26.0,20,6
963,2020-10-21,Kedah,1964,7.0,7,0
964,2020-10-21,Negeri Sembilan,1119,9.0,9,0
965,2020-10-21,Johor,840,0.0,0,0
966,2020-10-21,Sarawak,769,0.0,0,0
967,2020-10-21,Pulau Pinang,682,12.0,12,0
968,2020-10-21,Pahang,389,1.0,1,0
969,2020-10-21,Perak,431,7.0,7,0
970,2020-10-21,Melaka,302,3.0,3,0
971,2020-10-21,Kelantan,175,1.0,1,0
972,2020-10-21,Terengganu,163,0.0,0,0
973,2020-10-21,Putrajaya,135,6.0,6,0
974,2020-10-21,Labuan,169,9.0,9,0
975,2020-10-21,Perlis,38,0.0,0,0
976,2020-10-20,Sabah,8755,673.0,673,0
977,2020-10-20,Selangor,3489,132.0,132,0
978,2020-10-20,Kuala Lumpur,2860,7.0,6,1
979,2020-10-20,Kedah,1957,17.0,17,0
980,2020-10-20,Negeri Sembilan,1110,6.0,6,0
981,2020-10-20,Johor,840,1.0,1,0
982,2020-10-20,Sarawak,769,1.0,0,1
983,2020-10-20,Pulau Pinang,670,8.0,8,0
984,2020-10-20,Pahang,388,0.0,0,0
985,2020-10-20,Perak,424,9.0,9,0
986,2020-10-20,Melaka,299,0.0,0,0
987,2020-10-20,Kelantan,174,1.0,1,0
988,2020-10-20,Terengganu,163,0.0,0,0
989,2020-10-20,Putrajaya,129,1.0,1,0
990,2020-10-20,Labuan,160,6.0,6,0
991,2020-10-20,Perlis,38,0.0,0,0
992,2020-10-19,Sabah,8082,643.0,643,0
993,2020-10-19,Selangor,3357,107.0,101,6
994,2020-10-19,Kuala Lumpur,2853,7.0,6,1
995,2020-10-19,Kedah,1940,3.0,3,0
996,2020-10-19,Negeri Sembilan,1104,4.0,4,0
997,2020-10-19,Johor,839,2.0,2,0
998,2020-10-19,Sarawak,768,0.0,0,0
999,2020-10-19,Pulau Pinang,662,26.0,26,0
1000,2020-10-19,Pahang,388,1.0,1,0
1001,2020-10-19,Perak,415,18.0,18,0
1002,2020-10-19,Melaka,299,16.0,16,0
1003,2020-10-19,Kelantan,173,0.0,0,0
1004,2020-10-19,Terengganu,163,1.0,1,0
1005,2020-10-19,Putrajaya,128,3.0,3,0
1006,2020-10-19,Labuan,154,34.0,34,0
1007,2020-10-19,Perlis,38,0.0,0,0
1008,2020-10-18,Sabah,7439,702.0,702,0
1009,2020-10-18,Selangor,3250,77.0,72,5
1010,2020-10-18,Kuala Lumpur,2846,7.0,7,0
1011,2020-10-18,Kedah,1937,9.0,9,0
1012,2020-10-18,Negeri Sembilan,1100,3.0,3,0
1013,2020-10-18,Johor,837,1.0,1,0
1014,2020-10-18,Sarawak,768,5.0,5,0
1015,2020-10-18,Pulau Pinang,636,45.0,45,0
1016,2020-10-18,Pahang,387,0.0,0,0
1017,2020-10-18,Perak,397,10.0,10,0
1018,2020-10-18,Melaka,283,1.0,1,0
1019,2020-10-18,Kelantan,173,0.0,0,0
1020,2020-10-18,Terengganu,162,2.0,2,0
1021,2020-10-18,Putrajaya,125,0.0,0,0
1022,2020-10-18,Labuan,120,9.0,9,0
1023,2020-10-18,Perlis,38,0.0,0,0
1024,2020-10-17,Sabah,6737,451.0,451,0
1025,2020-10-17,Selangor,3173,159.0,159,0
1026,2020-10-17,Kuala Lumpur,2839,15.0,15,0
1027,2020-10-17,Kedah,1928,38.0,38,0
1028,2020-10-17,Negeri Sembilan,1097,1.0,1,0
1029,2020-10-17,Johor,836,2.0,2,0
1030,2020-10-17,Sarawak,763,4.0,4,0
1031,2020-10-17,Pulau Pinang,591,189.0,189,0
1032,2020-10-17,Pahang,387,0.0,0,0
1033,2020-10-17,Perak,387,4.0,4,0
1034,2020-10-17,Melaka,282,1.0,1,0
1035,2020-10-17,Kelantan,173,0.0,0,0
1036,2020-10-17,Terengganu,160,3.0,3,0
1037,2020-10-17,Putrajaya,125,2.0,2,0
1038,2020-10-17,Labuan,111,0.0,0,0
1039,2020-10-17,Perlis,38,0.0,0,0
1040,2020-10-16,Sabah,6286,489.0,489,0
1041,2020-10-16,Selangor,3014,50.0,50,0
1042,2020-10-16,Kuala Lumpur,2824,10.0,8,2
1043,2020-10-16,Kedah,1890,7.0,7,0
1044,2020-10-16,Negeri Sembilan,1096,1.0,1,0
1045,2020-10-16,Johor,834,5.0,5,0
1046,2020-10-16,Sarawak,759,0.0,0,0
1047,2020-10-16,Pulau Pinang,402,33.0,33,0
1048,2020-10-16,Pahang,387,1.0,1,0
1049,2020-10-16,Perak,383,9.0,9,0
1050,2020-10-16,Melaka,281,3.0,3,0
1051,2020-10-16,Kelantan,173,0.0,0,0
1052,2020-10-16,Terengganu,157,0.0,0,0
1053,2020-10-16,Putrajaya,123,2.0,2,0
1054,2020-10-16,Labuan,111,19.0,19,0
1055,2020-10-16,Perlis,38,0.0,0,0
1056,2020-10-15,Sabah,5797,304.0,0,0
1057,2020-10-15,Kuala Lumpur,2814,10.0,9,1
1058,2020-10-15,Selangor,2964,150.0,150,0
1059,2020-10-15,Kedah,1883,31.0,31,0
1060,2020-10-15,Negeri Sembilan,1095,11.0,11,0
1061,2020-10-15,Johor,829,0.0,0,0
1062,2020-10-15,Sarawak,759,4.0,2,2
1063,2020-10-15,Pahang,386,0.0,0,0
1064,2020-10-15,Perak,374,52.0,52,0
1065,2020-10-15,Melaka,278,2.0,2,0
1066,2020-10-15,Kelantan,173,2.0,2,0
1067,2020-10-15,Pulau Pinang,369,16.0,16,0
1068,2020-10-15,Terengganu,157,0.0,0,0
1069,2020-10-15,Putrajaya,121,1.0,1,0
1070,2020-10-15,Labuan,92,6.0,6,0
1071,2020-10-15,Perlis,38,0.0,0,0
1072,2020-10-14,Sabah,5493,429.0,429,0
1073,2020-10-14,Kuala Lumpur,2804,12.0,7,5
1074,2020-10-14,Selangor,2814,68.0,68,0
1075,2020-10-14,Kedah,1852,113.0,113,0
1076,2020-10-14,Negeri Sembilan,1084,1.0,1,0
1077,2020-10-14,Johor,829,3.0,3,0
1078,2020-10-14,Sarawak,755,3.0,3,0
1079,2020-10-14,Pahang,386,0.0,0,0
1080,2020-10-14,Perak,322,3.0,3,0
1081,2020-10-14,Melaka,276,2.0,2,0
1082,2020-10-14,Kelantan,171,0.0,0,0
1083,2020-10-14,Pulau Pinang,353,17.0,17,0
1084,2020-10-14,Terengganu,157,0.0,0,0
1085,2020-10-14,Putrajaya,120,1.0,1,0
1086,2020-10-14,Labuan,86,8.0,7,1
