times,incidence,incidenceXagegroup_0,incidenceXagegroup_5,incidenceXagegroup_10,incidenceXagegroup_15,incidenceXagegroup_20,incidenceXagegroup_25,incidenceXagegroup_30,incidenceXagegroup_35,incidenceXagegroup_40,incidenceXagegroup_45,incidenceXagegroup_50,incidenceXagegroup_55,incidenceXagegroup_60,incidenceXagegroup_65,incidenceXagegroup_70,incidenceXagegroup_75,infection_deathsXagegroup_0,infection_deathsXagegroup_5,infection_deathsXagegroup_10,infection_deathsXagegroup_15,infection_deathsXagegroup_20,infection_deathsXagegroup_25,infection_deathsXagegroup_30,infection_deathsXagegroup_35,infection_deathsXagegroup_40,infection_deathsXagegroup_45,infection_deathsXagegroup_50,infection_deathsXagegroup_55,infection_deathsXagegroup_60,infection_deathsXagegroup_65,infection_deathsXagegroup_70,infection_deathsXagegroup_75
12.0,813.8617338788661,30.59232238237041,138.5291061619,44.042366100520184,84.25317138641176,87.76519929024315,88.3485748710309,72.68474056984178,65.43317969963387,67.47966803823326,57.36313921327552,59.4910503248314,45.81120804243097,26.49450280454471,20.240490403494977,12.481786601607567,18.153486355757963,0.000279635085136769,0.0003132707665256267,0.0020607340552884082,0.003196214557374925,0.02480707121608214,0.025481639197932844,0.02915552832620693,0.026791829359004905,0.06325862894920109,0.05510560016573762,0.0003881124681849664,0.00033184287309911416,0.42001428082033754,0.34266744163090657,0.48080652126378165,0.7802472660486763
13.0,902.3263846442802,33.435058638002026,152.06643657838356,47.84207485849636,93.91539830233258,99.08490631683053,99.4781532889469,80.78644204774014,72.44499418661592,74.85751217049526,63.64120072128618,65.92753334654833,50.57457319677928,29.152630436726152,22.19015238863285,13.64378832743181,19.78763638235996,0.0002701288087375508,0.0003033114006976509,0.0022118068152198137,0.0035656909046937807,0.02842660090422635,0.0290859574045423,0.03228098226580379,0.0295707077403652,0.07015751247808603,0.060765286284688684,0.00039463543053676597,0.0003315660805177663,0.4525210667020488,0.3653454528904713,0.5043642902228104,0.8074208779347727
14.0,1001.7667491053131,36.692543801483616,167.4503468476469,52.105333994650834,104.70359859066112,111.73908421608121,111.9263462947439,89.88001939399095,80.31392314516947,83.12273722601152,70.6850053203114,73.17348062382565,55.960654779189305,32.1558004377576,24.39399895690732,14.956268199057742,21.641742680839684,0.0002655306874803371,0.00029767988973554644,0.0023793081529033516,0.00397803696120185,0.032470286777190535,0.03310076681938352,0.03577291078585495,0.03265759902576453,0.0778162554996132,0.06709880572326749,0.0004077840443669843,0.000337010460352296,0.48935752011576034,0.39135342622490366,0.5322413992445088,0.84114453157272
15.0,1113.2507752722486,40.4004061118579,184.84739916255785,56.87599035592001,116.72973133672367,125.86384052347634,125.82775755166614,100.0639284867627,89.1246781075613,92.36381835387594,78.57000501620803,81.30665522321777,62.027642841278215,35.536926109878436,26.876349054014685,16.433756389144484,23.73618871260083,0.0002655919978123256,0.0002961811984790225,0.0025648842596536843,0.004437492830064269,0.03698298276581248,0.037570964895837757,0.0396701589059882,0.03608650259458966,0.0863162569888769,0.07417437630570038,0.0004274791993690733,0.000348028931138252,0.5309141561311004,0.42096166198397605,0.5647117786754625,0.8818035775216938
16.0,1238.1157716537098,44.60311828668074,204.46598433062636,62.210159410575855,130.13434388323668,141.62862463535117,141.35019727450185,111.46147788569185,98.98363725529572,102.69186581513407,87.39081966753194,90.42439397281993,68.8482827954207,39.33712585620379,29.667588876208974,18.094392186813423,26.096436289857458,0.00027011812839266604,0.0002986791881341351,0.0027707104090088893,0.004949366321327686,0.042019738229739506,0.04255171652628312,0.04402162104232581,0.03990032107404995,0.09576039247950924,0.08207860869098843,0.0004537369251650389,0.0003645500240800027,0.5777078858877512,0.4545345367923715,0.6021573915717858,0.9299382109146848
17.0,1377.99295244234,49.355165861236046,226.56093611275114,68.17626460121453,145.0887011638631,159.23987385930133,158.69810200065717,124.22298251963241,110.02048008134409,114.2422914166859,97.26280751544063,100.64548110590081,76.51143777472325,43.60660303364633,32.804818413015234,19.960319937103897,28.75360592644782,0.0002788887799066296,0.00030501927607018295,0.002999415965863259,0.005520107421212673,0.047647475453230906,0.04811003568548837,0.048886579786698046,0.0441510171828053,0.10627341738864521,0.09091655929584078,0.00048659406006817024,0.00038650325483939596,0.6303661195184033,0.492514949834363,0.6450451703725901,0.9862084643823004
18.0,1534.6048449556624,54.714803681352194,251.40364234644727,74.84855197125249,161.77348717344788,178.9128047075816,178.085008963267,138.50684219150747,122.37236586307722,127.15816985640578,108.30779701352341,112.09549413040759,85.11126009788926,48.39842832382399,36.327276414346905,22.054929609171147,31.740736840458,0.00029191952098140696,0.00031525184400086736,0.0032538575627297233,0.006156411478424523,0.053934068949863266,0.05431380710042542,0.054326547835584986,0.04889247000272442,0.11798553541770558,0.100798590322153,0.0005263347132439179,0.00041405387522938387,0.6895837170825819,0.535405566831476,0.6939334669334868,1.051406570038844
19.0,1709.8040993481995,60.74459220782347,279.2856633351158,82.30654002875761,180.38316217037004,200.87938680806076,199.74097666423575,154.4834400793044,136.1867383883948,141.59334193691822,120.65681162767083,124.90949059853118,94.74897936301397,53.769649203910895,40.27712670356165,24.40335373992012,35.093316454155094,0.00030920469781765814,0.00032941162528341597,0.003537106042675475,0.006865500365416612,0.06095280451419809,0.061236332352692185,0.0604077739170468,0.05418271054405354,0.13103686064235845,0.11184339162414328,0.0005732427507019981,0.00044735818364117195,0.7561013753794031,0.5837412141824515,0.7494138809021597,1.1263716145140976
20.0,1905.8948362697079,67.52262648221232,310.57046940375585,90.64977597017973,201.1597784845552,225.4272931672279,223.95136189537612,172.36448059595847,151.64694737534634,157.73909948459303,134.4727955443763,139.25552984723063,105.55063534510825,59.79117370890972,44.70675370030762,27.0367911989568,38.8554892579517,0.0003308667936709538,0.00034765300112113017,0.003853038169023029,0.007656322443048561,0.06879345124066737,0.06896734951040057,0.06721207434823688,0.06009338893296717,0.1456007192669837,0.12419814874047837,0.0006278002208230936,0.0004867361162928956,0.8308479471677643,0.6381987613279454,0.8122487044429474,1.2121859836184357
21.0,2125.1987327139427,75.12843392103265,345.6264292971788,99.97797122494342,224.34604247031172,252.8457679528566,251.0031389086149,192.36310220984086,168.9374951403353,175.78778861762768,149.91977709181742,155.30315734198035,117.64372952735332,66.5347524224155,49.66918496058595,29.98682670960867,43.07202178677317,0.0003570425755714071,0.00037013258071595103,0.004205550114944146,0.00853807098235472,0.07754874176585505,0.0775993789457368,0.07482304097090432,0.06669749310435168,0.16185408341770305,0.13801313796667167,0.0006905171738332235,0.0005325290775087167,0.9147676915232219,0.6994663216012181,0.8832172497802463,1.3099548686848357
22.0,2370.41449814735,83.6564410377085,384.8868633836242,110.40619091921316,250.22164015444156,283.4691393606867,281.2281811452442,214.72654642225356,188.27231353610262,195.96210674806449,167.18808023964309,173.2499496054459,131.17763561726835,74.08441293376623,55.226552008331645,33.29045750547035,47.79557275279949,0.0003880024969278209,0.0003971058046307593,0.004599185201663417,0.009521788511236879,0.08733047186971267,0.08724354954372485,0.083339942985826,0.07408122834414832,0.18000706137983946,0.15346699557158913,0.0007621211295347878,0.0005852550088134927,1.0089814127571701,0.7683646137500058,0.9632667574219144,1.4210195140463708
