times,prevXsusceptibleXamong,prevXexposedXamong,prevXinfectiousXamong,prevXrecoveredXamong,prevXinfectiousXamongXagegroup_0,prevXinfectiousXamongXagegroup_5,prevXinfectiousXamongXagegroup_10,prevXinfectiousXamongXagegroup_15,prevXinfectiousXamongXagegroup_20,prevXinfectiousXamongXagegroup_25,prevXinfectiousXamongXagegroup_30,prevXinfectiousXamongXagegroup_35,prevXinfectiousXamongXagegroup_40,prevXinfectiousXamongXagegroup_45,prevXinfectiousXamongXagegroup_50,prevXinfectiousXamongXagegroup_55,prevXinfectiousXamongXagegroup_60,prevXinfectiousXamongXagegroup_65,prevXinfectiousXamongXagegroup_70,prevXinfectiousXamongXagegroup_75
30.0,0.9969283133176942,0.0008490408602066678,0.001146572650355024,0.001076073171744223,0.0006327162164448483,0.0005858397153695367,0.0008562069042182019,0.0019541431622066793,0.0020639419958388802,0.0019252814608245955,0.0014204855910972473,0.0013531582340690581,0.0014015145367092187,0.0011984181863911566,0.0012621814039028795,0.0010007729870412942,0.0006926689909042803,0.0005628847531954541,0.0004699950119640993,0.0003745065096835025
31.0,0.9965723584822692,0.0009479616295257138,0.0012792015613263166,0.0012004783268787793,0.0007054503437849857,0.0006510166491848674,0.0009493208852054568,0.0021793961857563523,0.002309511139831248,0.0021537922588916584,0.0015857645749802194,0.0015091083036098333,0.0015631953101138925,0.001336963119829811,0.0014084468572386534,0.0011165336741203184,0.0007719773018984092,0.0006267549416949248,0.0005225890572100374,0.00041619537409693546
32.0,0.9961746194029841,0.0010583132569091014,0.0014275886079732185,0.001339478732133512,0.0007869314627048786,0.000724114624909189,0.0010535111063326547,0.0024311073644238367,0.002584048297169283,0.002409332131386667,0.0017706958079081836,0.0016836053255463335,0.0017440698991690391,0.0014919677404960584,0.0015721017825592685,0.0012461057752832343,0.0008607914027542161,0.0006982985554857265,0.0005815094807619137,0.00046291202068786055
33.0,0.9957307265014803,0.0011813291650301766,0.0015933515377462423,0.001494592795743228,0.0008780589054768672,0.0008059468398326585,0.0011699335222825839,0.002711983840333195,0.002890502458941438,0.002694660138095775,0.001977298493898114,0.0018785591696619003,0.0019461138248623678,0.0016651257570504036,0.0017549336045161075,0.0013909099661110387,0.000960090369783513,0.000778307297304116,0.0006474099468902081,0.0005151746549336929
34.0,0.9952347785436558,0.0013186859688374276,0.0017786545082151013,0.001667880979291584,0.0009800347384116394,0.000897600934153786,0.001300131588818201,0.003025644027897811,0.0032328208383573982,0.0030134695885104335,0.002208274204313145,0.0020965249996410524,0.0021719704339826103,0.0018587024879529433,0.0019593322344551864,0.0015528454223353967,0.0010711853487972614,0.0008678414755258691,0.0007211662734249022,0.0005736773250692432
35.0,0.9946813878436399,0.0014718510524024853,0.0019854962768823545,0.0018612648270753163,0.0010939711875520475,0.001000079327816693,0.0014455249282274406,0.0033754207396842614,0.003614646993253591,0.0033691698152223297,0.0024661175223022777,0.0023398610095402344,0.002424080639938226,0.002074792771188469,0.0021875044957209207,0.0017336678016868392,0.0011952939371780453,0.0009678856184272398,0.0008035919350566493,0.0006390649440057909
36.0,0.9940642073907785,0.0016425615907854172,0.0022162220994346163,0.0020770089190014517,0.001221175791474497,0.0011145613584053137,0.0016077820813817606,0.0037652196184408656,0.004040248580065945,0.00376575555032091,0.0027537551448548183,0.0026113345355572495,0.0027053084958858675,0.0023158555219680594,0.0024420404906593954,0.0019354389339952668,0.0013338470967455883,0.0010795971513154108,0.0008956436072717897,0.0007120961856202019
37.0,0.9933754775796501,0.0018329005546171655,0.0024737326256785773,0.00231788924005414,0.0013632706268108465,0.0012425121332073005,0.0017889740171794285,0.0041998652278367726,0.004514889641295382,0.004208156630670616,0.0030748063885215025,0.0029143692802356545,0.0030191962085137935,0.0025849335035176874,0.002726146001314881,0.0021607128570698534,0.001488616462527844,0.0012044097188295098,0.0009985063403942077,0.0007937113446226824
38.0,0.9926086923504768,0.0020445712111926985,0.0027604788290547183,0.0025862576092757477,0.0015216314909019752,0.0013851759761350662,0.0019908565734298852,0.004683422999679774,0.005043001681601505,0.004700526407176874,0.003432328920566023,0.0032518591309071243,0.0033687371541822565,0.002884600038888897,0.0030425313060120827,0.0024116515040093025,0.00166110422942184,0.0013435397572909328,0.0011131862542198515,0.0008847091548075908
39.0,0.9917535042016852,0.002280314676253948,0.0030803450509329774,0.002885836071127936,0.0016984349390812622,0.0015445202318169302,0.0022162080870076484,0.005222344268187417,0.005631620028344282,0.005249456236909541,0.0038311690008472066,0.0036283896720437033,0.003758675053368851,0.0032189316860928396,0.0033954906284252863,0.0026916783139722222,0.0018536871810625672,0.0014989113104952583,0.0012412742684406392,0.0009863523075453896
40.0,0.9907998950429916,0.002542829257765442,0.0034370179073202395,0.0032202577919227568,0.0018957620330119066,0.0017224280689018007,0.002467679690181551,0.005822708458380639,0.0062873700891151975,0.005861164015778381,0.004275924675670244,0.004048315706615464,0.004193514354611512,0.003591806641584053,0.003789102093625632,0.0030040535852469932,0.0020686441163366345,0.0016723716561195885,0.0013843005592819645,0.0010998559513881222
41.0,0.9897370634821882,0.0028349197136109685,0.0038345311363309647,0.0035934856678698224,0.002115891961669413,0.0019209648910672409,0.002748178100831867,0.00649116603957625,0.007017492552810364,0.006542446897438004,0.004771626612041951,0.004516403199338386,0.004678183561327502,0.0040074678739873545,0.004227829166947694,0.0033523461286202585,0.0023084678389872493,0.0018659422328651165,0.0015439400039334319,0.0012265505596346807
42.0,0.9885528920993011,0.003159631568954171,0.004277507260202881,0.0040099690715418275,0.0023614266305955157,0.0021424879140624587,0.003061027853103365,0.007235369314182856,0.007830317727913368,0.007301118123274545,0.005324040831283283,0.005038112577933018,0.0052183291342826395,0.004470771258238399,0.004716785865363237,0.003740638623525641,0.0025759978508858813,0.0020819240115042036,0.0017220971152357117,0.001367948655125881
43.0,0.9872340744152597,0.003520476259642203,0.004770819174169745,0.0044746301509283855,0.0026351542658422282,0.002389527959523992,0.003409777999816598,0.008063266404726491,0.00873447788533837,0.00814530416223551,0.005939241501439839,0.005619207628444639,0.005819908654150163,0.004986862160835321,0.0052613730514839115,0.004173269213654585,0.002874289050852621,0.002322799464516542,0.0019208333342936573,0.0015256895315323236
44.0,0.9857657519316666,0.0039212051623707805,0.005320005492742955,0.004993037413219646,0.002940240506295062,0.0026649603807449764,0.0037984644392798097,0.008983899468474825,0.009739790175416638,0.009084246218155557,0.006624132941773096,0.006266240580274986,0.0064896942023248,0.005561586434744322,0.005867728708547315,0.0046551657651974394,0.0032068087376299027,0.0025913863737981333,0.0021424885787720786,0.001701633728977466
45.0,0.9841326005563524,0.0043656347152981135,0.0059307590945609145,0.005571005633788486,0.0032799632094753406,0.002971766786632814,0.004231264796161235,0.010006502964469526,0.010856262316974515,0.010127381907495533,0.007385809527943639,0.006985951422326964,0.007234649463179119,0.00620096581302454,0.006542167971766869,0.005191411761722381,0.0035771506487838407,0.002890609389046352,0.002389495145873469,0.0018977164093053494
46.0,0.9823161386779866,0.004858401569603858,0.0066099400563585905,0.006215519696050925,0.0036582660463887226,0.003313533117832462,0.004713205106493814,0.011142219905771914,0.012095975627471642,0.011286099753076791,0.008232820666763558,0.007786460438956502,0.008063164962644061,0.006912253279150388,0.007292299044699286,0.005788128155224966,0.003989637865443554,0.0032239855591373544,0.0026647771076408577,0.0021162636707348055
47.0,0.9802971326632862,0.005404212401936902,0.007364635278824765,0.006934019655952138,0.004079280391664093,0.003694025737136212,0.005249546873504491,0.012402419165184139,0.01347121533898302,0.012572020314029791,0.0091739924275689,0.008676168112997658,0.008983915576455651,0.007702973023095687,0.008125995148547048,0.006451681412468743,0.00444880885953182,0.003595216893887581,0.002971420787950246,0.002359733522969722
48.0,0.978054429042872,0.006007964207816298,0.008202800836245408,0.007734805913066315,0.004547624989508952,0.004117458313628217,0.00584618878598874,0.013799903670040253,0.014995817200913086,0.013998224144866669,0.010219236133318696,0.00966450695468299,0.010006641537851628,0.008581560935385991,0.009052091308139738,0.007189204062105028,0.004959736596660303,0.004008440616695712,0.0033128751421189866,0.0026308712977525955
49.0,0.9755646811881139,0.006675151865901857,0.009133013706229544,0.008627153239754659,0.005068362977188494,0.004588460225978333,0.006509582972303661,0.01534827053109209,0.0166844219554205,0.015578608317092507,0.011379227443731234,0.01076165967437899,0.01114185134331361,0.009557157618385074,0.01008013152198917,0.008008448723796389,0.005527995069377781,0.004468215235475091,0.0036929512711696543,0.0029327148405470893
50.0,0.9728033303347183,0.007411370065051982,0.010164292217559427,0.009621007382670337,0.005646865559069564,0.005111951568393313,0.007246574526923812,0.017061696946800826,0.018552257606237847,0.01732766218437752,0.012665185753814142,0.011978343130372434,0.012400599995317528,0.010639399397650847,0.011220161697195108,0.008917602377332612,0.006159506041335767,0.004979392189783258,0.004115712854535421,0.0032685054260847644
51.0,0.9697443343380197,0.008222232769260459,0.011306186088567764,0.010727246804152102,0.006288901959900991,0.005693233262310904,0.00806451868414021,0.01895498923096937,0.02061516264720536,0.019260516817142994,0.01408898170293049,0.013325923566055036,0.013794604053502673,0.011838533691115403,0.012482837853486958,0.009925394883352597,0.006860645315362412,0.00554720992236122,0.0045855611566664525,0.003641757127196155
52.0,0.96635748007143,0.009114271956501477,0.012569763053695391,0.011958484918373181,0.007001160405728374,0.006338450701944146,0.008971941562042096,0.021045302211257583,0.022891486627708534,0.021394703493198216,0.015664372452794745,0.014817574011640255,0.0153374424948265,0.013166437846142343,0.013880510199414369,0.011041945214720754,0.007638805080258138,0.006177742068972693,0.005107599554839178,0.004056544616106739
53.0,0.9626118496801297,0.010094027595771972,0.01396617110838365,0.013327951615714696,0.007790506181060599,0.007053931823192391,0.009977584203644923,0.02334960011688712,0.025399285210246963,0.023747560990043833,0.01740519659219508,0.01646658346131587,0.017042802747854528,0.014635142146282153,0.015425644861233918,0.012277540139727382,0.008501594907514053,0.0068772620945521295,0.005687118291754709,0.004517097867492075
54.0,0.9584741583690681,0.011167531400080226,0.015507647562834447,0.014850662668017198,0.00866457067343764,0.007846741859026528,0.011091200287806297,0.02588624213040222,0.02815799587278413,0.026337844016568655,0.019326633819962698,0.018287571656049082,0.018925729514598835,0.01625790226786744,0.017131946741694472,0.013643540858137277,0.009457499383190696,0.007652787649124856,0.006330056263637434,0.005028168181685241
55.0,0.953910517495265,0.012340771127389596,0.017206519847996853,0.016542191529348573,0.009631144824897115,0.008724110129073407,0.012322740860978228,0.028673465721681394,0.031186852496201456,0.02918418538913109,0.02144395957220287,0.02029528197850313,0.021001386102604373,0.018048124692202173,0.019013241215733608,0.01515146717768407,0.010515200077069825,0.008511516065853944,0.007042520081182675,0.005594645466894397
56.0,0.9488824463845734,0.013620349697579661,0.01907628386726518,0.018420920050581782,0.010699084313134275,0.009694300526273028,0.01368348548519458,0.031730446551262795,0.034505843235052305,0.032306181143744374,0.02377384864292659,0.02250590355067733,0.0232863944890197,0.02002065367433965,0.02108472998432787,0.016814169602649795,0.01168461357279313,0.00946171998371738,0.00783157309438611,0.006222201046462889
57.0,0.9433408320102551,0.015013294776955358,0.02113413311357058,0.020511740099219022,0.011879981015495044,0.010768196183104909,0.015188226617128937,0.03508083467439741,0.03813935816004923,0.03572799105146545,0.026337491150894638,0.02494011748021876,0.025801956352620246,0.022194551436500835,0.023365833608332283,0.01864823870763245,0.012978780421685824,0.010514337245637191,0.008706606156487844,0.006918387648475428
58.0,0.9372653919409055,0.01652242996254106,0.02338693184568377,0.022825246250869718,0.013178613556799267,0.011950305718625123,0.016843049334697047,0.038733690410374756,0.04209662727724329,0.03945887461411724,0.029143313743141108,0.027606193560849108,0.0285565388278535,0.02457750023715506,0.02586432571848526,0.02066040267161981,0.014403115723136153,0.011673931014824498,0.009671562980785869,0.007686381560385891
59.0,0.9306136983802638,0.01815226555208247,0.025848952724079985,0.025385083343573863,0.014605256425412341,0.013250388828146038,0.018661057947702373,0.04270703765056031,0.04639572380828483,0.04351724173475702,0.0322087805275818,0.030521384171650987,0.03156776899077618,0.027185634307010365,0.028596430576079808,0.02286489064859147,0.015969301650283797,0.012950409977811952,0.010735052878304334,0.008533133499574429
60.0,0.9233408410978416,0.019905188791904706,0.028536281432414472,0.028217688677839192,0.016171348448685473,0.014679333312751633,0.020656957597888045,0.04702145427975546,0.05105733220223216,0.04792409087458985,0.035553592031877884,0.03370514271039006,0.03485552655293443,0.030037063019153626,0.0315803971447466,0.025277629096291904,0.01769036265558442,0.014354819383738199,0.0119066767775087,0.009466384364504319
61.0,0.9154060697058878,0.02178293442190115,0.03146145313412629,0.03134954273808474,0.017887149589093983,0.01624708296818491,0.022843806492459675,0.05168974039312589,0.05609325103159421,0.052692496997835035,0.03919283984819957,0.03717276846136626,0.03843533265926564,0.03314653890972149,0.034830662605587495,0.027911977214779272,0.019578178621444595,0.01589743021191148,0.013195534774056083,0.010493528796809065
62.0,0.9067691495478999,0.023785003006324787,0.034636411619855006,0.034809435825920255,0.01976314735112802,0.01796392304750423,0.02523497865560667,0.05672233569692786,0.061512363022203316,0.057833116133452024,0.04314073910201102,0.04093891300610327,0.0423219853255125,0.03652843416284949,0.03836106868671584,0.030781144080468767,0.021645021814122877,0.017588962205822352,0.01461122466494278,0.011622388546504032
63.0,0.8973977569931426,0.02590748343629201,0.03807023002281461,0.038624529547750704,0.021808322440186555,0.019838834933420313,0.027841983569835613,0.062124654375993474,0.06731804606766414,0.06335145939004186,0.04740783387665012,0.045014798559340784,0.046526724638777044,0.04019410068662531,0.042182232802061334,0.033895834888127654,0.02390159414245646,0.019438915023705042,0.016162394228848704,0.012860039632414928
64.0,0.8872623379241532,0.02814614378496619,0.041769065734791055,0.04282245255608955,0.02403073003042817,0.02188007420185216,0.030674991672071463,0.06789569168539272,0.07350640936264427,0.06924650038255553,0.052000810569113515,0.0494081607860574,0.05105713444316631,0.04415209831703677,0.046301593316436414,0.037264639111018974,0.02635772549781168,0.02145622923791847,0.017857370281114095,0.01421335504934911
