times,prevXsusceptibleXamong,prevXexposedXamong,prevXinfectiousXamong,prevXrecoveredXamong,prevXinfectiousXamongXagegroup_0,prevXinfectiousXamongXagegroup_5,prevXinfectiousXamongXagegroup_10,prevXinfectiousXamongXagegroup_15,prevXinfectiousXamongXagegroup_20,prevXinfectiousXamongXagegroup_25,prevXinfectiousXamongXagegroup_30,prevXinfectiousXamongXagegroup_35,prevXinfectiousXamongXagegroup_40,prevXinfectiousXamongXagegroup_45,prevXinfectiousXamongXagegroup_50,prevXinfectiousXamongXagegroup_55,prevXinfectiousXamongXagegroup_60,prevXinfectiousXamongXagegroup_65,prevXinfectiousXamongXagegroup_70,prevXinfectiousXamongXagegroup_75
65.0,0.8763343436786802,0.030495123367518123,0.04573599624454091,0.047434536709260795,0.02643806566656021,0.024095833283394867,0.033743559349284795,0.07402615372241092,0.08006387600721404,0.07550876462447227,0.05692212983711675,0.05412310434247846,0.055916932885755145,0.04840830439976459,0.0507232969855766,0.04089432302139954,0.029023149328304514,0.023650066328726422,0.019704946726985736,0.015689670466216988
66.0,0.8645946292608735,0.03293460040297203,0.049979084354815316,0.05249168598133918,0.02903872928072732,0.026494924221972086,0.037059310729989046,0.08051917368357703,0.0869910372493322,0.08214134284669011,0.06218091566434035,0.059169764783496066,0.061116189640741385,0.052972889390032085,0.055456633424924864,0.044794542354262,0.031908343874690284,0.02602993472469703,0.02171401753259458,0.017296231201346098
67.0,0.8520264373507828,0.035451531636187944,0.054492986626661584,0.05802904438636767,0.03183795486459569,0.029083776202459236,0.04062835407377221,0.08734642985957271,0.09425271187353326,0.08911533001561021,0.06776829086713412,0.06454208698232972,0.06664793695084892,0.0578436234718339,0.060496456890859154,0.04896599658974156,0.03502088713220851,0.02860380021827074,0.023892928625421833,0.019040191219268806
68.0,0.8386249267973214,0.03802566106542109,0.059269433416423926,0.06407997872083364,0.03483869755393874,0.031866853702828324,0.04445437057155272,0.09447597203414154,0.10181014314066111,0.09639810336588774,0.07367165330221868,0.0702304266545194,0.07250154273952675,0.06301475872250299,0.06583405597527467,0.053406201079400584,0.03836604063478108,0.03137776263081029,0.026248542203411423,0.02092748678613019
69.0,0.8243971004283462,0.040629706461043365,0.06429284730136338,0.07068034580924709,0.03804104926978944,0.034846414670262664,0.04853738338568732,0.10186095856918408,0.10960805511421562,0.10394183210808897,0.07986858005513389,0.07621618186576028,0.0786570172289297,0.06847306930881013,0.07145240003611193,0.058106798061673265,0.04194641470954935,0.03435619066481605,0.02878672687247541,0.02296337973325578
70.0,0.8093602955075565,0.04323666492057984,0.0695443034007852,0.07785873617107837,0.04144196658095727,0.03802167079920239,0.05287343642202085,0.10945214388189728,0.11758951277485652,0.11169623408706868,0.08633253280001942,0.08247644706198917,0.08509004665298621,0.07420106580019356,0.07733038865858129,0.06305548092195773,0.04576104555349975,0.037540360307981566,0.031510649298307304,0.025150932678286893
71.0,0.793543575935386,0.04581450995066324,0.07499707982197001,0.08564483429198073,0.04503488032189542,0.041388936932006064,0.05745397155432041,0.11718562077366598,0.12568169270376947,0.11959608577799712,0.0930265370799189,0.0889786136429074,0.09176624119281908,0.08017301572588652,0.08343792307301709,0.0682333146278634,0.049805545200357,0.040929127447434765,0.034421870921968065,0.027492040437796614
72.0,0.7769893566772018,0.04832805626612489,0.08061587525705316,0.09406671179962016,0.04880867724104026,0.04494058886758061,0.062264471203650223,0.12498302106960686,0.1337965586570398,0.12756143812462145,0.09990224858166813,0.09567927647943378,0.09864006644947601,0.0863537838727718,0.08973488622926792,0.07361359513164098,0.05407089019690153,0.04451784655282279,0.03751937491787067,0.02998663745084447
73.0,0.7597530929288202,0.05073909277306929,0.08635874329278405,0.10314907100532648,0.052747936842735765,0.048665145374141024,0.06728493651894507,0.13275664528818723,0.14183676090805333,0.1355028095989386,0.10690260822404524,0.10252654141003689,0.10565728659033152,0.09270051476417188,0.09617321828392696,0.07916300140332647,0.05854352073884749,0.048298287318062835,0.040799352760381304,0.032632471026795555
74.0,0.7419043932070531,0.053006414827327826,0.09217651387933726,0.11291267808628178,0.0568322149326356,0.052546567119308954,0.07248895974085556,0.14040947341175014,0.14969597956175637,0.14332122401207661,0.11396110466676823,0.10945919045621366,0.11275415170808739,0.09916176269569289,0.10269611383875595,0.08484073929080009,0.06320456057608168,0.05225796590199677,0.044254642266898694,0.03542464837493401
75.0,0.7235254731456695,0.05508959581358174,0.09801167973174854,0.12337325130900016,0.06103510807862425,0.056563312098993214,0.07784236074724299,0.14783415807395117,0.1572581736919718,0.1509072423379627,0.12100038368878073,0.1164052088929051,0.11985592949636241,0.10567612925739558,0.10923667666639263,0.09059729934607458,0.06802877183902845,0.05637924480950585,0.04787395535919084,0.03835502340803154
76.0,0.7047153018780267,0.05694864446581011,0.10379578693910968,0.1345402667170535,0.06532233611087064,0.06068657277211245,0.08330071815897633,0.15490996035406512,0.16439465568238174,0.15813779825180482,0.1279288624614699,0.12327840031748492,0.1268734492816308,0.1121690925675841,0.11571476730073524,0.09637169106878873,0.07298246717211587,0.060637658115729104,0.051640557114508885,0.04141116286978489
77.0,0.68556039793049,0.058553026600549486,0.10947000147353385,0.1464165739954266,0.06966255921464878,0.06488952269303556,0.08882342842030877,0.16153766200030734,0.1710008722861012,0.16491176145102535,0.13466815071530647,0.13000438101107056,0.1337299402059239,0.11857565652285192,0.12206116838532724,0.10211013604153535,0.07803438560799797,0.06500998242616318,0.05553803750103228,0.044580685532368096
78.0,0.6661785295048299,0.05986708348986568,0.11495647147414609,0.15899791553115833,0.07401125289631018,0.06913330666856918,0.09435283812363361,0.16759341855650128,0.17694830791436728,0.17110289822870037,0.14111509829471008,0.1364842900743401,0.14032365224739465,0.12480829708804121,0.12818377720381097,0.10773927993918009,0.0831392578082642,0.06946180884193012,0.059541213073355255,0.04784434265564041
79.0,0.6466861772138941,0.06086561431879941,0.12017819100168528,0.17227001746562123,0.07832022224620647,0.07337474721087507,0.09982595943956649,0.1729650750685486,0.18212378537564486,0.17659704038572585,0.14716840617644192,0.14261952976131895,0.14655355838491774,0.13077835721846626,0.13399072073305174,0.11318353934920428,0.08824708089586927,0.0739541037200869,0.06362050204354136,0.05117925407836381
80.0,0.6271727328642397,0.061531324645129976,0.12507757230629404,0.18621837018433632,0.0825513595105134,0.07757924200230312,0.10519278748932036,0.17757384289956782,0.18644941875346013,0.18131404052628275,0.15275269880009848,0.14833600575750974,0.15234394473732626,0.13641849582376733,0.13941290907183151,0.11838486771539698,0.09331792304658007,0.07845527477890236,0.0677516229111094,0.05456653681325807
81.0,0.6077679607873642,0.06184836845237199,0.1295724976258548,0.20081117313440902,0.08664609556243028,0.08169287688390857,0.11037749331963126,0.1813164725891726,0.18982523101432855,0.18514873020260533,0.15776202474526715,0.15352851276541382,0.15758760672071667,0.1416312580658052,0.14435181323014423,0.12325795988653952,0.09828939905077512,0.08291502990215012,0.07189486807161866,0.05797494931434346
82.0,0.5885831582621662,0.06181522026157944,0.13359091695639078,0.21601070451986368,0.09055043279059737,0.08566541144334569,0.11531114166521536,0.1841074499742933,0.19216908347679035,0.18801377892592777,0.16210490817133819,0.15810569257973187,0.16219158410161097,0.14633076105027612,0.14872157828511473,0.1277268676103937,0.10310333329459655,0.08728578782287441,0.07601192931066161,0.06137401526916787
83.0,0.5697228563680853,0.06143569797021875,0.13707143970415703,0.23177000595753897,0.0942104831670932,0.08944498096003958,0.1199232898476161,0.18589357585373265,0.1934371740542905,0.1898550936973248,0.16570498295494313,0.1619882993196009,0.16607606327239874,0.15043996494377254,0.15244770791010456,0.1317211538374579,0.10770009766158832,0.09151741015417292,0.0800612934823644,0.0647305658875259
84.0,0.5512881364819423,0.06072220661895298,0.13995941890970337,0.24803023798940127,0.0975714425376982,0.09297764753500389,0.12414286801843234,0.18664257462308256,0.19360901675346168,0.1906397788797383,0.16849696703435554,0.1651064914420626,0.16917124876251283,0.15388818031118645,0.15546408298604408,0.135174165153559,0.11201768909107725,0.09555651453373717,0.08399756266255529,0.06800794495587713
85.0,0.533360545021637,0.059693305546714995,0.14221558749008711,0.26473056194156097,0.10058691422591536,0.09621653758183818,0.12791006224666313,0.1863467659932698,0.19268881763433898,0.19035989234018214,0.17043696202363576,0.1674110192237814,0.17142848283675283,0.15662265648374046,0.1577236456935203,0.13803413332738468,0.11600220091396958,0.0993554934044987,0.08777911289468168,0.07117220396852333
86.0,0.5160139100803465,0.05837410127575064,0.14381039823912534,0.2818015904047776,0.10321320724440017,0.09911618780144094,0.13116885119832175,0.18501979184819117,0.19070348315487842,0.18902913630290022,0.1714957381413374,0.16886602278902701,0.17281305582897158,0.15860129839799283,0.15919158110892465,0.1402572820567125,0.11960127870873556,0.10286682741655483,0.09136317615042926,0.07418813289330808
87.0,0.49930992918222217,0.056795155978297665,0.1447263340714168,0.29916858076806335,0.10541243022309213,0.10163563954351787,0.13387098878692258,0.18269619911098436,0.18770120534274237,0.18668244407516324,0.17166136904050494,0.16945210609385838,0.17330720893974233,0.15979606660145165,0.15984827571981527,0.14181123606358065,0.12276761907619434,0.10604613663685812,0.09470843261464845,0.07702135990731339
88.0,0.4832974355007156,0.0549908217186431,0.1449585385918835,0.3167532041887578,0.10715397626358701,0.1037399958867025,0.1359779157804565,0.17942990506677423,0.18374930644188187,0.18337441846394165,0.170939754977323,0.16916718387832175,0.1729109013561502,0.1601941587456156,0.15969016971059033,0.14267637120952162,0.1254606885794508,0.10885373566557403,0.09777636665568867,0.07963946396188591
89.0,0.46801332242913873,0.052997544588034885,0.1445151821625461,0.3344739508202802,0.10841520933515725,0.10540114127485967,0.13746168976373596,0.1752936992811804,0.17893350478969913,0.1791788264242927,0.16935496925438911,0.16802697479687534,0.17164227138576077,0.15979862539320555,0.15873022767628206,0.14284647872407236,0.127647494613892,0.11125530841866539,0.1005318192855764,0.08201241892084765
90.0,0.4534825541298054,0.050852342662440334,0.1434163398857851,0.35224876332196925,0.10918219511729978,0.10659875844950588,0.1383058966689971,0.17037448099784774,0.1733524804591795,0.1741837775637224,0.1669471920874241,0.16606340360340444,0.16953588863639896,0.15862750603348394,0.15699653487248116,0.142328481575004,0.12930370559182433,0.11322314452624122,0.10294425870618325,0.08411368809021123
91.0,0.4397190689127533,0.04859188850119421,0.14169292522148857,0.3699961173645639,0.10944988963704803,0.10732073263655871,0.13850590290281808,0.16476989216811064,0.16711415411004374,0.16848830416031801,0.16377090740117328,0.16332309251972973,0.16664114037560165,0.15671281250973887,0.1545309447769039,0.14114184748580405,0.13041405805324102,0.11473667766516384,0.10498837893624174,0.08592075106655916
92.0,0.42672696334977456,0.04625149195155359,0.13938595084339384,0.38763559385527807,0.10922221033480028,0.10756337720443804,0.13806893262701986,0.1585861727027005,0.160333399708895,0.16220019181133316,0.15989361321995657,0.15986624542656772,0.16302105384812163,0.154099748343689,0.1513880759640474,0.13931809760012498,0.1309725897207095,0.11578282007516838,0.10664448582689488,0.08741544857842164
93.0,0.4145016961396269,0.0438638844908599,0.1365435162215847,0.4050909031479284,0.10851125515046545,0.10733109082386529,0.13701287020352482,0.1519315930136151,0.15312519980839545,0.15542934026558478,0.15539110073411969,0.15576229348962378,0.15874778104230833,0.15084327405254158,0.14763135295479796,0.13689823752497426,0.1309822937574032,0.11635611048136986,0.10789905385606299,0.08858456512439818
94.0,0.4030312327037116,0.04145910074848059,0.1332196582789618,0.42229000826884605,0.10733680075155363,0.10663603139797806,0.13536561642083572,0.14491444287399138,0.1456026843124227,0.1482857221525308,0.1503456673228662,0.15108819380745217,0.1539008503452587,0.14700667391636463,0.1433314398503831,0.13393161553533026,0.13045473971914517,0.11645853778962806,0.10874470912182671,0.08941985144413285
95.0,0.39229699362833476,0.0390638335341752,0.12947395044252835,0.43916522239496164,0.10572620948413375,0.10549813748401789,0.13316499257681308,0.13764219759055807,0.13787633928556228,0.14087853557526292,0.14484536828932332,0.14592773094096062,0.14856644844857886,0.14266099549509256,0.13856559678732405,0.13047550046854806,0.12941010876237327,0.11609966671355103,0.10918042472620215,0.08991820254634277
96.0,0.3822745266016434,0.03670160583085435,0.12537031665210402,0.4556535509153982,0.10371388147366031,0.10394469337810192,0.1304577929820273,0.13021960630485555,0.13005223239212885,0.13331430339466077,0.1389821868340228,0.1403697073659818,0.14283558416437547,0.13788355236929725,0.13341604726663117,0.12659386296220138,0.12787676581694393,0.11529641323534658,0.10921147905946064,0.09008168587673919
97.0,0.3729372175345174,0.034390890782892376,0.1209676210477406,0.47170427063484954,0.10133590746676721,0.10200601860720444,0.12729241619540307,0.12273421361552435,0.122217718671778,0.12568217207374205,0.13283845514173223,0.134494681765793,0.13679054340555627,0.1327462821174329,0.12795770997617026,0.12234764796961733,0.12588666963600476,0.11407020311807084,0.10884830696567407,0.08991696903123494
98.0,0.36425765250167863,0.032146932837370974,0.11632191467692743,0.4872734999840229,0.09862930586073874,0.09971420422982585,0.12371839265297901,0.11526386774563392,0.11444955060861615,0.11806145577089203,0.12649106701139218,0.1283786096728438,0.1305087316255356,0.12731807615549667,0.12226138453667874,0.11779608103863891,0.12347388305966184,0.11244510029564316,0.10810436382429678,0.08943337748775627
99.0,0.3562036127237157,0.02998290600268413,0.11149387748447925,0.502319603789121,0.09563765070940455,0.09710830526239073,0.11979406166712103,0.10788546425267694,0.10682217324573377,0.11053052635850853,0.12002122639394937,0.12210270841804849,0.12407266670881414,0.12167399049167393,0.11640296693633259,0.11300483263113792,0.12068021964239192,0.1104521545315306,0.10699911875182283,0.08864511158400575
100.0,0.34874435318578595,0.027908469591101145,0.1065358954492862,0.5168112817738266,0.09240179471236269,0.09422592335959809,0.11557352001282092,0.10065907440518605,0.09939275424567062,0.10315073075319701,0.11349699266912962,0.11573582480633428,0.11755212684605583,0.11587906158526667,0.11044706450286815,0.1080318319823145,0.11754629439159085,0.10812278198262389,0.10555385316635835,0.08756827383828221
101.0,0.34184374661849126,0.02592999356722482,0.10150585085719611,0.5307204089570878,0.08896961117409422,0.09111166048412918,0.11111854155446917,0.09364623333118915,0.09221934108187442,0.0959851713226505,0.10699177158700057,0.10935263487270414,0.11102270991582175,0.11000525019777121,0.10446414527982052,0.10294194033782482,0.11412080038029014,0.10549556283570571,0.1037960626652319,0.08622425514490548
102.0,0.3354684710551786,0.02405169443201347,0.09645097012562352,0.5440288643871845,0.08538407898791338,0.08780697605814021,0.10648517186239198,0.08688898588485428,0.08533986797442744,0.08907701175050572,0.10056281889982088,0.10301260500933361,0.10454434184177384,0.1041114517910764,0.0985105137245205,0.09778956569999354,0.11044921013673756,0.10260794882915425,0.10175404547433836,0.08463541060487323
103.0,0.32958397843788645,0.022276117529441673,0.0914151504572857,0.5567247535753861,0.08168827338717802,0.0843543176177421,0.10172909875191302,0.08042036935113678,0.07878291389556127,0.08246031727106998,0.09426105494530303,0.09676942920651616,0.0981709671564946,0.09825232276694398,0.09263729194292111,0.09262620930445277,0.10657849966268107,0.09949968985055258,0.09945914047222926,0.0828268658925234
104.0,0.3241589556413371,0.020603849863254507,0.08643433338198908,0.5688028611134192,0.07791981699245182,0.08079140577433319,0.0968983687177428,0.07426298045842629,0.07256707070521927,0.07615854707641538,0.08812628049307972,0.090665655312006,0.09194522760603584,0.09247238919784899,0.08688523977600082,0.08749457767882825,0.10255081345383754,0.09620724322743501,0.09694107363551835,0.08082276464947802
105.0,0.319162109124481,0.019034099785661812,0.08154086793935983,0.5802629231504973,0.07411483135072572,0.07715509101385694,0.0920386984011207,0.06843279059600693,0.06670431188612307,0.07018844235266249,0.08219245694895065,0.0847382021964392,0.08590401038091347,0.0868114714579706,0.08128995759194185,0.08243360867889706,0.09840773221544938,0.09276732934677552,0.09423073819324243,0.07864844333199572
106.0,0.3145632514458721,0.0175648559974397,0.07676230271417359,0.5911095898425146,0.07030640253304538,0.07347976470106064,0.08719154505431101,0.0629388851314892,0.06119992057171959,0.06455973509783386,0.07648653470518801,0.07901703316554914,0.08007713382906985,0.08130316632934155,0.07588059052749195,0.07747693292737738,0.09418849504813118,0.08921534483807676,0.09135885519290865,0.07632933134634382
107.0,0.3103340554608303,0.016193183811909456,0.0721211430793594,0.6013516176479009,0.06652373542557495,0.06979637340346662,0.08239312857584738,0.057784412795045946,0.056053568536831494,0.05927608939366356,0.07102861196309879,0.07352516891182984,0.07448739135656005,0.07597456070208872,0.0706797796858922,0.07265241117701524,0.08992885156483248,0.08558421566235017,0.08835486907695338,0.07389000326770691
108.0,0.3064473339631909,0.014915511111506094,0.0676356842338419,0.6110014706914612,0.06279282678308651,0.06613304487640713,0.07767532794386119,0.05296747016930823,0.05126013230864962,0.05433600387993178,0.06583300787280484,0.06827978371254945,0.06915165930524007,0.07084727340291563,0.0657046909468806,0.06798307258773359,0.08566175350460198,0.08190494976866951,0.08524736059707975,0.07135449601486041
109.0,0.30287749327598534,0.013727820033021204,0.06332006947750878,0.6200746172134846,0.05913606472369909,0.06251456277787355,0.07306524482629606,0.04848200900653913,0.04681067040199707,0.04973371978376673,0.06090868982578977,0.06329253812241653,0.06408125278689296,0.06593756577912181,0.060967288272742455,0.06348707179129601,0.08141670897595432,0.07820593928086964,0.0820633178871432,0.0687456722939029
110.0,0.29960056201682933,0.01262577661848439,0.059184739979911825,0.6285889213847745,0.0555723503205005,0.05896238761827103,0.06858541499703816,0.044318776799272694,0.042693368529172306,0.045460173582724785,0.05626005932485016,0.05857032534754547,0.05928269069362667,0.061256941042394354,0.056475013139849026,0.059178148678180775,0.07721975778265126,0.0745128266631855,0.07882789875720593,0.0660849912597902
111.0,0.29659378308770523,0.01160483682574521,0.0552368783801589,0.6365645017063907,0.05211746960152497,0.05549500057492056,0.06425430302789481,0.040465760867068525,0.03889394105989768,0.04150345108091539,0.051887527248608865,0.05411586327212489,0.054758292182736965,0.05681271283725346,0.052231341961728926,0.05506614424287169,0.07309384091255668,0.07084879553746005,0.07556463999974064,0.06339266842321585
112.0,0.29383616467580465,0.010660400304822805,0.051480724149276146,0.6440227108700964,0.0487839563420047,0.05212762531015394,0.06008623705216653,0.03690928634180478,0.03539676706645776,0.03784989299875884,0.04778827400200045,0.0499283844238684,0.050506888939971434,0.0526084767211798,0.04823639780002026,0.051157297465516595,0.069058379835654,0.06723402892179389,0.0722947839694855,0.06068706694388775
113.0,0.2913080972037465,0.009787829239866784,0.04791806157250414,0.6509860119838826,0.04558156489487803,0.04887267962856481,0.05609201948250743,0.0336343938372454,0.032185213158667555,0.03448448598344167,0.0439568429522801,0.04600426072075388,0.04652445241205565,0.04864474000753399,0.04448754391356159,0.04745483469881813,0.06512976496338557,0.06368610877369552,0.06903757721485376,0.05798493273538802
114.0,0.2889911677293082,0.008982572647103424,0.04454844226141351,0.6574778173621748,0.04251746486920656,0.04573994632731333,0.052279183590567796,0.030625059484678738,0.02924183050167414,0.031391089925473216,0.040385444191241085,0.042337317496353256,0.04280440983090746,0.04491922542225722,0.0409796799639011,0.0439592458067172,0.06132152049784464,0.060220130372434615,0.06581032223000384,0.05530142771610802
115.0,0.28686837752264527,0.00824019005675057,0.0413696460374345,0.6635217863831697,0.03959647204379511,0.04273672863246766,0.04865237301891171,0.027864981158462126,0.02654912959807149,0.028553233802276853,0.03706469926339657,0.038919565609742385,0.03933838766858508,0.04142749778247857,0.03770591587552195,0.0406688017933364,0.05764439110360571,0.05684866858578262,0.06262819563956257,0.052649940728988515
116.0,0.2849240623362692,0.007556354788451292,0.03837802651187512,0.6691415563634042,0.03682135666366255,0.039868128092180065,0.04521374979806568,0.02533791416566409,0.024089885830584162,0.02595446302083826,0.033984099621363374,0.0357416762117956,0.03611669008993525,0.038163427704085234,0.034658019362677595,0.037579976927058875,0.05410661558553115,0.0535819726923923,0.05950434251571195,0.05004215022858098
117.0,0.28314363005355503,0.0069269672096330705,0.03556863732784366,0.6743607654089682,0.03419305773127689,0.037137264184349775,0.04196323293813434,0.02302761498579838,0.021847057977137836,0.023578291057390784,0.031132105142618327,0.03279310314713932,0.03312841912175789,0.0351193599624918,0.03182654141599832,0.03468763142814128,0.05071416913335844,0.05042818547502602,0.05645005692776309,0.04748817865881004
118.0,0.2815131583497139,0.006347992413506782,0.032935317590938186,0.6792035316458411,0.03171085446851058,0.03454548592792269,0.03889873963667887,0.020917698937842795,0.01980360632573025,0.021408051263881085,0.028496156205417508,0.030062127501306758,0.03036151104390674,0.03228620061729288,0.02920086702864319,0.03198513097780482,0.04747102075411403,0.04739361088249178,0.0534750686082376,0.04499683310153492
119.0,0.2800211586360702,0.005815967183413262,0.030472013774442603,0.6836908604060739,0.02937301264309136,0.03209274513169982,0.03601716130569311,0.01899411176508094,0.017945006166292837,0.019429421647357552,0.02606488397420482,0.02753799705576202,0.027804924188103673,0.029655250291091347,0.026771185549520172,0.029465830987242887,0.04437922139715608,0.044482394098200984,0.050586650082089415,0.04257475037522307
120.0,0.2786559628109213,0.005327274467140216,0.028171648164909243,0.6878451145570291,0.027176676210981326,0.029777860739417992,0.033314002279997555,0.017242115476340084,0.016256109066356307,0.017627361284048206,0.023825824246212296,0.025208797171867015,0.025446445055200134,0.027216560471555126,0.024526564665813277,0.027121886022539277,0.04143960066416443,0.041697646055360284,0.04779133101941591,0.040227963121862595
121.0,0.27740677231448757,0.004878587554400916,0.02602655331888694,0.6916880868122245,0.02511788673335123,0.02759836142052649,0.03078346691237913,0.015647520567615914,0.014722431802552335,0.01598736920774249,0.02176635250093773,0.023062316434963682,0.02327358252807004,0.02495960016702484,0.022455732884247622,0.024944723732521382,0.038651407320272564,0.03904089361796637,0.04509407910634941,0.037961161918363615
122.0,0.276263239004745,0.004466642097597914,0.024028433414240883,0.6952416854834161,0.02319164527784656,0.02555060306830169,0.028418579577976003,0.014196407604441567,0.013329841267741057,0.01449519292897547,0.019873531854329305,0.02108592621698305,0.021273435929737357,0.022873179813192986,0.02054697422677456,0.02292502021993055,0.03601246967730896,0.036512279495471776,0.04249855685395286,0.03577791079496152
123.0,0.27521765495308564,0.004088910493904214,0.022170589744202995,0.6985228448088072,0.02139353794040544,0.023631131275935042,0.026213345526550656,0.01287826140201233,0.012067698320052833,0.013140049872970178,0.01813728867400014,0.019269733104349793,0.019435907697896198,0.020948371421994932,0.018791076591995262,0.021055221962553806,0.03352034627871606,0.03411114593058367,0.040006874566880485,0.03368032526403912
124.0,0.27426157041492677,0.0037425653713652365,0.02044523711180054,0.7015506271019075,0.01971815814664784,0.02183554341852485,0.024160527853010455,0.011681445393242637,0.010924261005265308,0.011909996114852672,0.01654623033538564,0.017602499779541873,0.01774953484066801,0.01917490616443051,0.017177550972808153,0.019326553329695226,0.03117161315500579,0.03183607485402745,0.037620710415695355,0.031670188622215115
125.0,0.2733868773265012,0.003424953257379518,0.0188440668153764,0.7043441026007429,0.01815926872869751,0.02015846224883107,0.022251893811092747,0.010594535522814235,0.009888070767898856,0.010793295506318445,0.015088736239093443,0.016072672580760547,0.016202547696619076,0.017542014154497805,0.015695569187665195,0.01772965047661624,0.02896163361385375,0.02968443238552698,0.035340532044664794,0.029748247166141356
126.0,0.2725867780498884,0.00313383450214945,0.01735958575462908,0.7069198016933331,0.016710918390915045,0.018594577954444202,0.020479715881177075,0.00960788977837172,0.008949493356650082,0.009780027786565703,0.01375469415660457,0.014670140829045825,0.014784653576747095,0.016040112839174364,0.014335623184929383,0.016256078212796503,0.02688555579879464,0.027653080323741447,0.03316587960035389,0.027914385585533576
127.0,0.27185564989449085,0.0028673360672309724,0.015985403261900538,0.7092916107763776,0.015367914466517963,0.017139197242166757,0.018837299019842425,0.00871351823942022,0.008100558009647225,0.008861966387380326,0.012535611336887785,0.013386392919016719,0.013487189876924642,0.014661076774296391,0.013089696653759059,0.014898646937823562,0.024939003461365173,0.025739070592734774,0.03109605583516177,0.026168229114212568
128.0,0.2711865947154215,0.002623020764192048,0.014713220013868879,0.7114771645065175,0.014123230429612105,0.015785819400825626,0.017315724889741025,0.007901651203192415,0.007331544151768789,0.008029033948886488,0.01142082310388527,0.012210692912570004,0.01229923299231967,0.013394503020146813,0.011947647138070687,0.013648061315014693,0.02311562366074664,0.023937814056924543,0.029129210683714827,0.024508456788650216
129.0,0.2705754815070833,0.002399446494867458,0.013537809869358383,0.7134872621286907,0.012972315643218598,0.014530156345028283,0.01590923698328277,0.007166403327246663,0.006636617244165054,0.007275158312384233,0.010403771429868598,0.011136412015055192,0.011214043375577083,0.012233906118438397,0.010903198023226693,0.012498477701105636,0.0214111453471422,0.022246097650256598,0.027263816962119453,0.022933908348287187
130.0,0.27001672040789265,0.002194679655358491,0.012451834727978159,0.7153367652087708,0.011908673210076492,0.013366012106134873,0.014609635734479338,0.006499791223036228,0.00600788400883185,0.0065921007735349054,0.009475423804926402,0.010154393365844977,0.0102223149847288,0.011170263644473287,0.009947665546050994,0.011441720769441898,0.019819252310534722,0.02065903970852371,0.025497222882600288,0.021442525300063145
131.0,0.2695054042725531,0.002007057843909305,0.011448407804414222,0.7170391300791233,0.010925984639154623,0.012287226373472251,0.013409022626827765,0.005894829533838463,0.005438470631481092,0.0059726450216229686,0.00862762542121562,0.009256324113629132,0.009315605012039643,0.01019525766995258,0.009073138934800704,0.010470169109168329,0.018333450858614715,0.01917138851613571,0.023826097736064342,0.02003162589615433
132.0,0.2690385403158952,0.0018355628542575263,0.010523302436190323,0.7186025943936569,0.01002035324917886,0.0112899914716165,0.012302534276599079,0.005347261098324661,0.004924189661424399,0.005412392278327063,0.007855389160863702,0.008437117655721148,0.008488747721091476,0.009303789438306368,0.008274775522238008,0.009579145016965,0.016949728653964817,0.017779887167515995,0.02224838259382937,0.018699542049850856
133.0,0.2686113040747797,0.0016784576156127318,0.009669443474143362,0.7200407948354642,0.00918511416275712,0.010367707499615639,0.011281951750650984,0.004850332314912928,0.00445841085732776,0.004904351831896442,0.007150626181980992,0.007688496510197415,0.007733336176143372,0.008487459621134218,0.007544674670060206,0.008760888972627615,0.01566089872422771,0.01647853096449418,0.020759854102781156,0.017442800633387958
134.0,0.2682230927556892,0.0015355286923357657,0.008886059945487164,0.7213553186064879,0.008419574788056522,0.009519723925112255,0.010346415553299768,0.004403176505116967,0.00404027385143276,0.004447626864012338,0.006512360665971802,0.00700947444602261,0.007048367327871667,0.007745296811573659,0.006881901233025383,0.008014525218992007,0.014466350308272487,0.015266871982572172,0.019360388991945532,0.016261299927459855
135.0,0.2678645538776699,0.0014033817071014588,0.008158598534513352,0.7225734658807154,0.007709717425515751,0.008731893802227993,0.009478680553093375,0.003992831094687053,0.00365712511846499,0.004028798229977867,0.0059246004909328616,0.006383593608576092,0.006417139458700443,0.00706038375592309,0.006270698032163315,0.0073242565563352005,0.013350174027462705,0.014131185863207829,0.0180393752900387,0.015146243278720906
136.0,0.2675392957509888,0.0012833337106117823,0.007492640497064335,0.723684730041335,0.007060896156352469,0.008009610164522098,0.008685332424336945,0.003624288103547932,0.0033138410886191863,0.0036530346632213627,0.005393488844463661,0.005817172629713388,0.005846066182123338,0.006439209193936734,0.0057171124117292365,0.00669613429992506,0.01231846907034308,0.01307672524144383,0.016800947766517426,0.014101038391713559
137.0,0.267242944642244,0.0011738560708516824,0.006881096042272218,0.724702103244632,0.006466203307049699,0.0073458193794251675,0.007957863605435612,0.0032914831425020132,0.003004528101728685,0.003314064022638801,0.0049114183439510255,0.005302354937164746,0.005327180291948525,0.005873641489240747,0.005213607553745382,0.0061225125209380905,0.011363188598870215,0.012096424219438804,0.015639422333595294,0.013120947375217348
138.0,0.266971486597332,0.0010735424776783433,0.0063174691457080715,0.7256375017792814,0.005919310859660462,0.006734061177577415,0.007288484876015879,0.0029888591289601845,0.0027237843593692474,0.0030061380494609755,0.00447141905573413,0.004831942949572413,0.004853182384368055,0.0053562304861710965,0.00475327900554425,0.005596387247405257,0.010476957206308013,0.011183807070596383,0.014549585907749444,0.012201624904127503
