,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020
93,,Bulgaria,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,7.0,7.0,7.0,43.0,51.0,67.0,81.0,92.0,94.0,127.0,163.0,185.0,201.0,220.0,242.0,264.0,293.0,331.0,346.0,359.0,399.0,422.0,457.0,485.0,503.0,531.0,549.0,577.0,593.0,624.0,635.0,661.0,675.0,685.0,713.0,747.0,800.0,846.0,878.0,915.0,929.0,975.0,1024.0,1097.0,1188.0,1247.0,1300.0,1363.0,1399.0,1447.0,1506.0,1588.0,1594.0,1618.0,1652.0,1689.0,1778.0,1801.0,1911.0,1955.0,1965.0,1990.0,2023.0,2069.0,2100.0,2138.0,2211.0,2235.0,2259.0,2292.0,2331.0,2372.0,2551.0,2408.0,2433.0,2433.0,2460.0,2460.0,2485.0,2499.0,2513.0,2513.0,2513.0
94,,North Macedonia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,13.0,13.0,19.0,31.0,36.0,48.0,70.0,85.0,114.0,136.0,148.0,177.0,201.0,219.0,241.0,259.0,285.0,329.0,354.0,384.0,430.0,483.0,555.0,570.0,599.0,617.0,663.0,711.0,828.0,828.0,854.0,908.0,974.0,1081.0,1117.0,1170.0,1207.0,1225.0,1231.0,1259.0,1300.0,1326.0,1367.0,1386.0,1399.0,1421.0,1442.0,1465.0,1494.0,1506.0,1511.0,1518.0,1526.0,1539.0,1572.0,1586.0,1622.0,1642.0,1664.0,1674.0,1694.0,1723.0,1740.0,1762.0,1792.0,1817.0,1839.0,1858.0,1898.0,1921.0,1941.0,1978.0,1999.0,2015.0,2040.0,2078.0,2130.0,2164.0,2226.0,2315.0
95,,Croatia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,7.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,16.0,16.0,16.0,27.0,37.0,49.0,56.0,65.0,81.0,81.0,126.0,206.0,235.0,306.0,382.0,418.0,495.0,586.0,657.0,713.0,790.0,867.0,963.0,1011.0,1079.0,1126.0,1182.0,1222.0,1282.0,1343.0,1407.0,1495.0,1534.0,1600.0,1650.0,1704.0,1741.0,1791.0,1814.0,1832.0,1871.0,1881.0,1908.0,1950.0,1981.0,2009.0,2016.0,2030.0,2039.0,2047.0,2062.0,2076.0,2085.0,2088.0,2096.0,2101.0,2112.0,2119.0,2125.0,2161.0,2176.0,2187.0,2196.0,2207.0,2213.0,2221.0,2222.0,2224.0,2226.0,2228.0,2232.0,2234.0,2237.0,2243.0,2243.0,2244.0,2244.0,2244.0,2244.0,2245.0,2245.0,2246.0,2246.0,2246.0
96,,Estonia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,79.0,79.0,205.0,205.0,225.0,258.0,267.0,283.0,306.0,326.0,352.0,369.0,404.0,538.0,575.0,640.0,679.0,715.0,745.0,779.0,858.0,961.0,1018.0,1097.0,1108.0,1149.0,1185.0,1207.0,1258.0,1304.0,1309.0,1332.0,1373.0,1402.0,1434.0,1459.0,1512.0,1528.0,1535.0,1552.0,1559.0,1592.0,1605.0,1635.0,1643.0,1647.0,1660.0,1666.0,1689.0,1694.0,1699.0,1700.0,1703.0,1711.0,1713.0,1720.0,1725.0,1733.0,1739.0,1741.0,1746.0,1751.0,1758.0,1766.0,1770.0,1774.0,1784.0,1791.0,1794.0,1800.0,1807.0,1821.0,1823.0,1824.0,1834.0,1840.0,1851.0,1859.0,1865.0,1869.0,1870.0
97,,Kyrgyzstan,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,14.0,14.0,16.0,42.0,44.0,58.0,58.0,84.0,84.0,107.0,111.0,115.0,130.0,144.0,147.0,216.0,228.0,270.0,280.0,298.0,339.0,377.0,419.0,430.0,449.0,466.0,489.0,506.0,554.0,568.0,590.0,612.0,631.0,656.0,665.0,682.0,695.0,708.0,729.0,746.0,756.0,769.0,795.0,830.0,843.0,871.0,895.0,906.0,931.0,1002.0,1016.0,1037.0,1044.0,1082.0,1111.0,1117.0,1138.0,1216.0,1243.0,1270.0,1313.0,1350.0,1365.0,1403.0,1433.0,1468.0,1520.0,1594.0,1662.0,1722.0,1748.0,1817.0,1845.0
98,,Iceland,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,16.0,26.0,26.0,45.0,45.0,55.0,55.0,61.0,61.0,61.0,61.0,138.0,138.0,199.0,225.0,250.0,330.0,409.0,473.0,568.0,588.0,648.0,737.0,802.0,890.0,963.0,1020.0,1086.0,1135.0,1220.0,1319.0,1364.0,1417.0,1486.0,1562.0,1586.0,1616.0,1648.0,1675.0,1689.0,1701.0,1711.0,1720.0,1727.0,1739.0,1754.0,1760.0,1771.0,1773.0,1778.0,1785.0,1789.0,1789.0,1790.0,1792.0,1792.0,1795.0,1797.0,1797.0,1798.0,1798.0,1799.0,1799.0,1799.0,1799.0,1829.0,1801.0,1801.0,1801.0,1801.0,1801.0,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,1803.0,1803.0,1803.0,1804.0,1804.0,1804.0,1804.0,1805.0,1805.0,1805.0,1806.0,1806.0,1806.0
99,,Lithuania,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,9.0,14.0,17.0,25.0,26.0,36.0,69.0,105.0,143.0,179.0,209.0,274.0,299.0,358.0,394.0,484.0,484.0,533.0,581.0,649.0,771.0,771.0,811.0,843.0,880.0,912.0,955.0,999.0,1053.0,1062.0,1070.0,1070.0,1091.0,1149.0,1239.0,1298.0,1326.0,1350.0,1370.0,1398.0,1410.0,1410.0,1438.0,1449.0,1449.0,1449.0,1375.0,1385.0,1399.0,1406.0,1410.0,1419.0,1423.0,1428.0,1433.0,1436.0,1444.0,1479.0,1485.0,1491.0,1505.0,1511.0,1523.0,1534.0,1541.0,1547.0,1562.0,1577.0,1594.0,1604.0,1616.0,1623.0,1635.0,1639.0,1647.0,1656.0,1662.0,1670.0,1675.0,1678.0
100,,Slovakia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,7.0,10.0,21.0,30.0,44.0,61.0,72.0,97.0,105.0,123.0,137.0,178.0,185.0,191.0,204.0,216.0,226.0,295.0,295.0,336.0,336.0,363.0,400.0,426.0,450.0,471.0,485.0,534.0,598.0,682.0,701.0,715.0,728.0,742.0,769.0,835.0,863.0,977.0,1049.0,1089.0,1161.0,1173.0,1199.0,1244.0,1325.0,1360.0,1373.0,1379.0,1381.0,1384.0,1391.0,1396.0,1403.0,1407.0,1408.0,1413.0,1421.0,1429.0,1445.0,1455.0,1455.0,1457.0,1457.0,1465.0,1469.0,1477.0,1480.0,1493.0,1494.0,1495.0,1495.0,1496.0,1502.0,1503.0,1504.0,1509.0,1511.0,1513.0,1515.0,1520.0,1520.0,1521.0,1522.0,1522.0
101,,Slovenia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,12.0,16.0,23.0,31.0,57.0,57.0,141.0,141.0,219.0,253.0,275.0,286.0,319.0,341.0,383.0,414.0,442.0,480.0,528.0,577.0,632.0,691.0,730.0,763.0,814.0,841.0,897.0,934.0,977.0,997.0,1021.0,1055.0,1091.0,1124.0,1160.0,1188.0,1205.0,1212.0,1220.0,1248.0,1268.0,1049.0,1317.0,1330.0,1173.0,1340.0,1353.0,1325.0,1373.0,1388.0,1407.0,1407.0,1408.0,1418.0,1429.0,1434.0,1439.0,1439.0,1439.0,1445.0,1448.0,1449.0,1450.0,1454.0,1457.0,1460.0,1461.0,1463.0,1464.0,1465.0,1465.0,1466.0,1466.0,1467.0,1468.0,1468.0,1478.0,1478.0,1509.0,1469.0,1469.0,1471.0,1473.0,1273.0,1473.0,1473.0,1483.0
102,,Albania,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,10.0,23.0,33.0,38.0,42.0,51.0,55.0,59.0,70.0,70.0,76.0,89.0,123.0,146.0,174.0,186.0,197.0,212.0,223.0,223.0,243.0,277.0,277.0,333.0,333.0,377.0,377.0,400.0,409.0,416.0,416.0,446.0,446.0,475.0,475.0,494.0,518.0,548.0,548.0,562.0,609.0,634.0,634.0,678.0,678.0,712.0,726.0,736.0,766.0,773.0,773.0,789.0,795.0,795.0,803.0,832.0,832.0,850.0,856.0,868.0,868.0,872.0,876.0,880.0,898.0,933.0,946.0,948.0,948.0,964.0,969.0,969.0,981.0,989.0,1004.0,1029.0,1050.0,1076.0,1099.0,1122.0,1136.0,1143.0,1164.0
103,,Latvia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,8.0,16.0,16.0,16.0,30.0,31.0,36.0,60.0,71.0,86.0,111.0,124.0,139.0,180.0,197.0,221.0,244.0,280.0,305.0,376.0,376.0,398.0,446.0,458.0,493.0,509.0,533.0,542.0,548.0,577.0,589.0,612.0,630.0,651.0,655.0,657.0,666.0,675.0,682.0,712.0,727.0,739.0,748.0,761.0,778.0,784.0,804.0,812.0,818.0,836.0,849.0,858.0,870.0,871.0,879.0,896.0,896.0,900.0,909.0,928.0,930.0,939.0,946.0,950.0,951.0,962.0,970.0,997.0,1008.0,1009.0,1012.0,1016.0,1025.0,1030.0,1046.0,1047.0,1049.0,1053.0,1057.0,1061.0,1064.0,1065.0,1066.0,1071.0
104,,Cyprus,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,14.0,21.0,33.0,33.0,33.0,58.0,58.0,67.0,84.0,95.0,116.0,124.0,132.0,146.0,162.0,179.0,214.0,230.0,262.0,320.0,356.0,396.0,426.0,446.0,465.0,494.0,526.0,564.0,595.0,616.0,633.0,662.0,695.0,715.0,735.0,735.0,761.0,767.0,772.0,784.0,790.0,795.0,804.0,810.0,817.0,822.0,837.0,843.0,850.0,857.0,864.0,872.0,874.0,878.0,883.0,889.0,891.0,892.0,898.0,901.0,903.0,905.0,907.0,910.0,914.0,916.0,917.0,918.0,922.0,923.0,927.0,927.0,935.0,937.0,939.0,939.0,941.0,941.0,943.0,944.0,949.0
105,,Georgia,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,12.0,13.0,15.0,23.0,23.0,25.0,25.0,30.0,33.0,33.0,34.0,38.0,38.0,43.0,49.0,54.0,67.0,73.0,77.0,81.0,85.0,90.0,98.0,103.0,115.0,121.0,148.0,157.0,170.0,188.0,195.0,208.0,214.0,230.0,233.0,252.0,266.0,296.0,306.0,336.0,370.0,385.0,394.0,399.0,408.0,411.0,420.0,431.0,456.0,485.0,496.0,511.0,517.0,539.0,566.0,582.0,589.0,593.0,604.0,610.0,614.0,632.0,626.0,635.0,638.0,639.0,642.0,652.0,671.0,677.0,695.0,701.0,702.0,713.0,721.0,723.0,723.0,730.0,731.0,732.0,735.0,738.0,746.0,757.0,783.0,794.0,796.0
106,,Andorra,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,14.0,16.0,39.0,75.0,75.0,88.0,113.0,164.0,188.0,213.0,231.0,289.0,321.0,341.0,370.0,376.0,396.0,429.0,442.0,466.0,523.0,540.0,551.0,566.0,589.0,602.0,622.0,639.0,651.0,659.0,673.0,694.0,703.0,704.0,717.0,718.0,723.0,724.0,726.0,733.0,738.0,740.0,748.0,753.0,753.0,746.0,746.0,747.0,749.0,751.0,751.0,752.0,752.0,754.0,754.0,756.0,756.0,759.0,761.0,761.0,761.0,761.0,761.0,761.0,761.0,762.0,762.0,762.0,763.0,763.0,763.0,763.0,763.0,764.0,764.0,764.0,764.0,765.0
107,,San Marino,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,8.0,16.0,21.0,24.0,27.0,37.0,49.0,63.0,63.0,63.0,66.0,92.0,92.0,102.0,104.0,109.0,126.0,151.0,151.0,151.0,187.0,187.0,208.0,218.0,228.0,228.0,229.0,230.0,236.0,236.0,245.0,252.0,259.0,266.0,277.0,279.0,308.0,344.0,344.0,356.0,356.0,371.0,372.0,393.0,426.0,426.0,455.0,461.0,462.0,476.0,488.0,501.0,513.0,513.0,538.0,538.0,553.0,563.0,569.0,580.0,580.0,582.0,582.0,589.0,608.0,623.0,632.0,632.0,637.0,647.0,647.0,647.0,647.0,652.0,652.0,668.0,668.0,668.0,670.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,687.0,687.0,687.0,687.0,687.0
108,,Malta,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,6.0,9.0,12.0,12.0,21.0,30.0,38.0,48.0,53.0,64.0,73.0,90.0,107.0,120.0,129.0,134.0,139.0,139.0,151.0,156.0,167.0,188.0,195.0,202.0,213.0,234.0,241.0,293.0,299.0,337.0,350.0,370.0,378.0,384.0,393.0,399.0,412.0,422.0,426.0,427.0,431.0,443.0,444.0,445.0,447.0,448.0,448.0,450.0,450.0,463.0,465.0,467.0,467.0,477.0,480.0,482.0,484.0,486.0,489.0,490.0,496.0,503.0,503.0,508.0,522.0,532.0,546.0,553.0,558.0,560.0,584.0,599.0,600.0,609.0,610.0,611.0,611.0,615.0,616.0,616.0,616.0,616.0,619.0
109,,Montenegro,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,14.0,14.0,21.0,22.0,29.0,52.0,67.0,70.0,82.0,85.0,91.0,105.0,120.0,140.0,160.0,197.0,203.0,223.0,248.0,248.0,252.0,255.0,262.0,267.0,274.0,288.0,288.0,303.0,305.0,308.0,308.0,312.0,313.0,314.0,316.0,319.0,319.0,321.0,321.0,321.0,322.0,322.0,322.0,322.0,322.0,323.0,324.0,324.0,324.0,324.0,324.0,325.0,325.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
110,,Monaco,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,12.0,18.0,23.0,23.0,23.0,23.0,19.0,19.0,19.0,46.0,49.0,52.0,37.0,37.0,37.0,37.0,37.0,40.0,40.0,54.0,54.0,54.0,54.0,54.0,93.0,93.0,93.0,93.0,98.0,98.0,98.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
111,,Liechtenstein,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,7.0,7.0,7.0,25.0,25.0,34.0,36.0,46.0,46.0,47.0,51.0,56.0,60.0,61.0,62.0,64.0,68.0,72.0,75.0,76.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
112,,Holy See,European Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
113,,Kosovo,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,94.0,106.0,112.0,125.0,126.0,132.0,140.0,145.0,165.0,184.0,224.0,227.0,250.0,283.0,362.0,377.0,387.0,397.0,449.0,480.0,510.0,535.0,572.0,604.0,630.0,669.0,703.0,731.0,763.0,780.0,790.0,799.0,799.0,813.0,823.0,851.0,855.0,856.0,860.0,861.0,862.0,870.0,870.0,884.0,919.0,919.0,944.0,944.0,944.0,955.0,955.0,989.0,989.0,1003.0,1004.0,1025.0,1032.0,1038.0,1038.0,1047.0,1048.0,1048.0,1064.0,1064.0,1067.0
114,,Isle of Man,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,13.0,23.0,23.0,26.0,29.0,32.0,42.0,42.0,52.0,65.0,71.0,114.0,126.0,127.0,127.0,150.0,150.0,165.0,190.0,204.0,226.0,228.0,242.0,254.0,258.0,289.0,291.0,297.0,297.0,307.0,307.0,307.0,308.0,308.0,308.0,308.0,308.0,309.0,311.0,311.0,315.0,320.0,321.0,325.0,326.0,327.0,329.0,329.0,330.0,330.0,330.0,331.0,331.0,333.0,334.0,335.0,335.0,335.0,335.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0
