idx,contact_rate,start_time,npi_effectiveness.other_locations,compartment_periods_calculated.incubation.total_period,compartment_periods_calculated.total_infectious.total_period,tv_detection_b,tv_detection_c,prop_detected_among_symptomatic,icu_prop,ifr_double_exp_model_params.k,ifr_double_exp_model_params.last_representative_age,notifications_dispersion_param,infection_deathsXall_dispersion_param,loglikelihood,best_x0,best_x1,best_x2,best_x3,best_x4,best_x5,best_x6,best_x7,best_x8,best_x9,best_x10,best_x11,best_x12,best_x13,best_x14,best_x15,best_deaths,all_vars_to_1_deaths,best_p_immune,all_vars_to_1_p_immune
run_1962,0.04234495211733579,13.999619635426397,0.8319273212239965,3.9146226770651156,5.668314357177683,0.08734496888244063,87.35072216923533,0.9202743893246321,0.2771331990574829,6.986305644039823,76.44675537231831,1.4022850454377345,0.7790817449592807,-1746.3840987775825,,,,,,,,,,,,,,,,,,,,
run_500,0.038315273782094275,9.151114022448523,0.6976598705670254,4.801687431313833,5.929724628428235,0.07214805857801082,84.05487137437662,0.880583535609514,0.36463133092681155,6.274359801663627,76.97221483592358,1.3540599653772927,0.6186875708051109,-1760.6439729461665,,,,,,,,,,,,,,,,,,,,
run_858,0.039004981792471485,10.465862664553905,0.714896386373821,4.096664957641118,6.176592689013411,0.08604816659162454,82.17401263900462,0.8759792288964121,0.3260836332042449,6.661445951799712,76.3921224979996,1.9292216700644422,0.7647783256177294,-1755.8759929414052,,,,,,,,,,,,,,,,,,,,
run_1103,0.04172356480024411,13.869835466917552,0.701070007577682,4.022949159538301,5.549318247360837,0.08127432851274326,85.40710010403492,0.8417328110701993,0.33021999388416967,6.735075152203293,77.24347299163276,1.4189562008450616,0.8211786039090357,-1750.2963846492373,,,,,,,,,,,,,,,,,,,,
run_1425,0.04580039006919414,14.522632088223675,0.7180299453846364,3.277279501649919,5.05547863364383,0.07587283137600077,91.11469093072489,0.8759318841200552,0.31140749181690836,7.554886286153434,77.93244349664302,1.520023993370892,0.9308728224125004,-1744.7691733494362,,,,,,,,,,,,,,,,,,,,
run_1425,0.04580039006919414,14.522632088223675,0.7180299453846364,3.277279501649919,5.05547863364383,0.07587283137600077,91.11469093072489,0.8759318841200552,0.31140749181690836,7.554886286153434,77.93244349664302,1.520023993370892,0.9308728224125004,-1744.7691733494362,,,,,,,,,,,,,,,,,,,,
run_2212,0.04394280571161831,13.961222151105373,0.6851176014032297,3.4854847643101863,5.265399250256849,0.07205880532343867,90.00799973900646,0.9593223163812549,0.32882619047697487,7.178890003370624,77.42514809294512,1.7455343220256314,0.7364100173430075,-1742.6547599601997,,,,,,,,,,,,,,,,,,,,
run_2212,0.04394280571161831,13.961222151105373,0.6851176014032297,3.4854847643101863,5.265399250256849,0.07205880532343867,90.00799973900646,0.9593223163812549,0.32882619047697487,7.178890003370624,77.42514809294512,1.7455343220256314,0.7364100173430075,-1742.6547599601997,,,,,,,,,,,,,,,,,,,,
run_739,0.044739679899840706,12.742871830244335,0.4552729285629205,3.7736168701941994,4.520181987190947,0.08957514970277787,84.49164971088662,0.805910792967653,0.22967246262319546,6.732881294805641,78.46922202049844,1.6572591086421364,0.9878485738178424,-1751.4644844030645,,,,,,,,,,,,,,,,,,,,
run_998,0.044316570361619886,13.389365538656797,0.6105187385064905,4.2998583519330955,4.491339181380367,0.07158691956985144,88.4811731438899,0.9057525348692451,0.2379427328215283,7.324808435662701,79.78391864884132,1.3502659413855984,0.8564395989060325,-1749.4884318168351,,,,,,,,,,,,,,,,,,,,
run_1394,0.044081521539070814,13.99686792906103,0.6160714503725541,4.4914923240714675,4.5034262770707425,0.07190712258124221,84.36530290472699,0.9069936985596648,0.20055659219559718,6.952546194974099,81.37556414821732,1.8594176851326023,0.7576472676091259,-1748.844987309627,,,,,,,,,,,,,,,,,,,,
run_1578,0.04482876120745937,13.747622800033357,0.6618472361763641,4.293715988088254,4.487893201083984,0.08511334226673715,86.70284297479108,0.884768969332523,0.20328226302485417,7.294204115761936,79.56651452329494,1.9572305192985802,0.7791764078380397,-1746.3664275567337,,,,,,,,,,,,,,,,,,,,
run_2067,0.0454636217044911,13.50568796375499,0.6495356238936095,4.1532479557660205,4.389617904603179,0.07775336520720125,84.34783770536919,0.8715120655965511,0.23227024401344856,7.145817625440696,79.32342082344242,1.596362688779707,0.8011462721084376,-1747.6136338502272,,,,,,,,,,,,,,,,,,,,
run_2250,0.046436940100641616,13.592529809954963,0.6361668510131455,4.021665769808857,4.298461790863744,0.07582723798791838,89.19221575367474,0.7909566070815645,0.23371500739370263,7.381406619927543,78.1388444041952,1.6076650803545296,0.9326289818999047,-1749.0370410615687,,,,,,,,,,,,,,,,,,,,
run_665,0.04514163295178887,3.3852121282526384,0.7940622910724121,4.102133644747955,4.252149194666373,0.07315418151571919,91.85224285972446,0.7060300638645245,0.3542649243985511,8.153422752255658,80.8712948259621,1.5726598454066119,0.9947135058589975,-1768.225538668553,,,,,,,,,,,,,,,,,,,,
run_922,0.045147497849710616,6.879404739240796,0.6650783408413112,3.585437654671657,4.556446024749424,0.05790968245973859,93.89330565870303,0.866737736219806,0.2937744226818159,7.896625672417944,81.13897238959099,1.0364352215094175,0.7276582143510986,-1761.2205926905626,,,,,,,,,,,,,,,,,,,,
run_1298,0.04471636358130167,14.330408392783523,0.6011830852766944,3.8395121270250585,4.6755522198317925,0.05584564055656338,88.41377332301467,0.7189672430238012,0.2591869302054855,6.875145449152337,78.81700582697617,1.8802270223664423,0.7190766098711242,-1758.3692426427501,,,,,,,,,,,,,,,,,,,,
run_1620,0.046940366665058256,14.331387553449085,0.792817189541152,3.9430644879108865,4.378126467332767,0.06202922017339699,90.33435785776743,0.6762641730183326,0.1994431562478847,7.795946018841057,79.48696288236458,1.7770333994451826,0.7930803961197554,-1753.8956148370814,,,,,,,,,,,,,,,,,,,,
run_1917,0.045062313107103374,14.151987586163255,0.7924518665214397,3.726721026873856,4.998336506433954,0.05970759703196616,90.6159586557578,0.7738020734021107,0.22047963195194203,7.7147162906428814,79.39665545856525,1.8588849539623808,0.7392559642122551,-1752.2083133722494,,,,,,,,,,,,,,,,,,,,
run_2222,0.04491963647779448,14.317103303458211,0.812525305081174,3.537424148244717,5.170731834555593,0.05962399338818709,91.18935262175773,0.884327046653316,0.21664180848788137,7.896869570625589,80.74335217209705,1.420511574505075,1.0355462007627412,-1751.6125138220812,,,,,,,,,,,,,,,,,,,,
run_615,0.04252466458145872,14.812969090890796,0.6989514867296704,4.038799096961795,5.306215961721893,0.06372389992310996,83.44194695595655,0.835253443960603,0.22855051697600698,6.445003003904823,79.40630262683308,1.8031999577029463,0.9431839524606492,-1753.674957276371,,,,,,,,,,,,,,,,,,,,
run_918,0.04341755310367223,14.301472230597142,0.6126020044488143,3.834572142223036,5.020590886841831,0.07068939272526942,87.12701575932095,0.8701469661414631,0.21831235391605996,6.979829383732897,79.24728747502517,1.631803472204515,0.660535852509119,-1747.1335554527018,,,,,,,,,,,,,,,,,,,,
run_918,0.04341755310367223,14.301472230597142,0.6126020044488143,3.834572142223036,5.020590886841831,0.07068939272526942,87.12701575932095,0.8701469661414631,0.21831235391605996,6.979829383732897,79.24728747502517,1.631803472204515,0.660535852509119,-1747.1335554527018,,,,,,,,,,,,,,,,,,,,
run_918,0.04341755310367223,14.301472230597142,0.6126020044488143,3.834572142223036,5.020590886841831,0.07068939272526942,87.12701575932095,0.8701469661414631,0.21831235391605996,6.979829383732897,79.24728747502517,1.631803472204515,0.660535852509119,-1747.1335554527018,,,,,,,,,,,,,,,,,,,,
run_1720,0.0459278435625129,13.709507198296635,0.6987292021038383,3.683822463171569,4.617806015688415,0.0678827569835736,88.39408428576549,0.8875032589358246,0.22052389277943207,6.947926969073814,78.38612459313532,1.802447572926019,0.9166448303239556,-1746.175332781282,,,,,,,,,,,,,,,,,,,,
run_1720,0.0459278435625129,13.709507198296635,0.6987292021038383,3.683822463171569,4.617806015688415,0.0678827569835736,88.39408428576549,0.8875032589358246,0.22052389277943207,6.947926969073814,78.38612459313532,1.802447572926019,0.9166448303239556,-1746.175332781282,,,,,,,,,,,,,,,,,,,,
run_366,0.0408190606009377,12.671052419873696,0.5085860699642146,3.4707888723943436,5.941129403994403,0.08558984067911211,86.10833980950741,0.8813435313832599,0.2463179585889696,7.162248071895168,80.83050265529282,1.7327324761123029,0.8294353001491452,-1748.9988858394615,,,,,,,,,,,,,,,,,,,,
run_799,0.041576952982753455,12.000547040647797,0.5103352117885573,3.358708730665582,5.6814460373323925,0.0863814897743514,86.766845117877,0.9292995200912532,0.24171442332253126,7.043237672884034,80.98173328916366,1.8795805175955673,0.9225026057524964,-1746.6629056781417,,,,,,,,,,,,,,,,,,,,
run_1154,0.04633188455331842,13.999948724508485,0.5428690384829731,3.3495770391382513,4.608264160877516,0.07668590213464066,90.82398385418257,0.9537186738191713,0.20816914146668125,7.751642537799025,82.04062844956123,2.1416317680430397,0.7723656992935958,-1744.149782048928,,,,,,,,,,,,,,,,,,,,
run_1543,0.04577779015837207,13.18642563990666,0.5923605593459975,3.4661070139351993,4.710072671749521,0.08076954836556174,89.88783955924566,0.8488769327261548,0.194915753564954,7.390901715223845,80.5006528799679,1.7816508434260148,0.9110237790675442,-1748.8222471722515,,,,,,,,,,,,,,,,,,,,
run_1629,0.04714233350201157,14.736661108174925,0.6036368969395575,3.575796519343912,4.351221319962414,0.07555708172710622,90.25427223899847,0.9143074678311597,0.20670731415403557,7.690593412146214,80.56301740338836,1.4234494090889993,0.7462493294503693,-1745.6190626383386,,,,,,,,,,,,,,,,,,,,
run_2225,0.04733654716199865,14.127536590658734,0.6397298598008982,3.760842981023929,4.132423903163031,0.07683411549540109,90.94989442383938,0.8566780515989187,0.2144869491741755,6.742103799358825,81.30923237583349,1.9826099129005068,0.7989085930905288,-1749.326515101658,,,,,,,,,,,,,,,,,,,,
run_2478,0.04532348800322138,14.992270411142488,0.7193136419181084,3.6868064484975607,4.836577243405081,0.07794384658240669,88.86382222269683,0.8834245257896157,0.16412764705870647,7.145710997855179,79.28207628739199,2.2496334971702487,0.8958392896562645,-1744.3911272700032,,,,,,,,,,,,,,,,,,,,
run_613,0.04165868598417382,14.197095144116226,0.7701969945708651,3.4087141047647207,6.101558733465707,0.07836192749399926,88.77022876472196,0.8621382313231359,0.2974114182674775,6.691692844570673,77.63163571296114,1.4832613309510059,0.6957825620202229,-1751.4691451838448,,,,,,,,,,,,,,,,,,,,
run_1100,0.04116375010021833,13.66536062283644,0.7748039300995975,3.546019642297203,6.297183917169855,0.08291831462013073,84.15863133518596,0.9402449382853693,0.26469199907295643,7.083791030926102,78.78751872862469,1.643665065972727,0.9194734898372173,-1749.415301065397,,,,,,,,,,,,,,,,,,,,
run_1285,0.043157928197710575,13.811915158679549,0.7380218238693472,3.7602964652510016,5.393391744234471,0.07776341985221115,88.5286533686304,0.9346924733837377,0.26645098111654175,7.171016975488845,78.5825261666304,1.9677112527778784,0.778585654168034,-1744.6876788928382,,,,,,,,,,,,,,,,,,,,
run_1567,0.04373584839053538,14.8830963463383,0.7615117268605466,3.31174938763297,5.654035377896413,0.07862949546827491,88.25291061507684,0.8970278203236357,0.2710689824975805,7.386080224084492,78.8952436298807,1.7130683983543202,0.8748027498187353,-1745.139589675453,,,,,,,,,,,,,,,,,,,,
run_1567,0.04373584839053538,14.8830963463383,0.7615117268605466,3.31174938763297,5.654035377896413,0.07862949546827491,88.25291061507684,0.8970278203236357,0.2710689824975805,7.386080224084492,78.8952436298807,1.7130683983543202,0.8748027498187353,-1745.139589675453,,,,,,,,,,,,,,,,,,,,
run_2165,0.044219724423759876,13.756715642612642,0.7400036827372853,3.2084038374334627,5.437724516537103,0.0743628338053427,89.28151244291224,0.8917176207138674,0.2680412990448982,7.3030920728540885,79.14148345718557,1.6315679914051093,0.7970392424631098,-1744.9997565588608,,,,,,,,,,,,,,,,,,,,
run_657,0.04114558149405735,13.747118442413596,0.6226874449524787,3.3677439146926607,6.162393997952466,0.06707278052911747,84.54743209672633,0.8700742520313867,0.2804324438926418,7.153262248253515,79.36507479527938,1.8984558422706939,0.7371809019477996,-1752.9520312015268,,,,,,,,,,,,,,,,,,,,
run_1044,0.04192574106959263,12.7569558590105,0.6645630650105756,3.0887464167850673,5.974518358617289,0.07236452279882402,90.79924483286582,0.887700254867823,0.28329905776045583,7.3953042934186835,78.78655188276339,1.5540733565470841,0.7981825782762344,-1747.7280027342945,,,,,,,,,,,,,,,,,,,,
run_1044,0.04192574106959263,12.7569558590105,0.6645630650105756,3.0887464167850673,5.974518358617289,0.07236452279882402,90.79924483286582,0.887700254867823,0.28329905776045583,7.3953042934186835,78.78655188276339,1.5540733565470841,0.7981825782762344,-1747.7280027342945,,,,,,,,,,,,,,,,,,,,
run_1044,0.04192574106959263,12.7569558590105,0.6645630650105756,3.0887464167850673,5.974518358617289,0.07236452279882402,90.79924483286582,0.887700254867823,0.28329905776045583,7.3953042934186835,78.78655188276339,1.5540733565470841,0.7981825782762344,-1747.7280027342945,,,,,,,,,,,,,,,,,,,,
run_1899,0.0435199960142873,14.043152034479519,0.7046494867607093,2.975816396343936,5.732222524664335,0.07721781893092552,90.87519256720635,0.8477088854599675,0.30610313827423125,7.565769735825118,80.6988163183207,1.4594001338397606,0.6468609030294331,-1748.553476325165,,,,,,,,,,,,,,,,,,,,
run_2390,0.042193393153309645,14.85310019866262,0.6481919829933203,2.7601176772192004,6.211952203816284,0.07525318725481225,89.3775820526822,0.7577164732711386,0.29208483121832013,7.52446020556076,79.869338633974,1.2591881064843982,0.95821265219545,-1752.710992695759,,,,,,,,,,,,,,,,,,,,
run_538,0.043274848778672645,13.361396213095482,0.4941250157959108,3.796964779485981,4.878967069058115,0.07981639678332812,85.15253765404258,0.7648724578508849,0.19810421205296502,7.20984938562452,83.55148143037302,1.582171440699962,0.8035675755853297,-1752.7629054627607,,,,,,,,,,,,,,,,,,,,
run_947,0.04407200776887416,12.735917672318212,0.4962749807831792,3.2924746720842997,5.077162963368694,0.07188068951785334,85.84411314874717,0.786539561904051,0.18498921095934326,6.93842881627887,83.05788334055687,1.3622352708146743,1.0477776585368523,-1755.0562970586577,,,,,,,,,,,,,,,,,,,,
run_1186,0.04457449862767844,14.724780990716704,0.7353458588920949,3.3536296924029436,5.373889025982697,0.07574789654436793,88.28866414454527,0.6897068673246102,0.21046728993946395,7.803816532799804,82.94179951174777,1.5018257429247845,0.7424450395281296,-1752.2005914347185,,,,,,,,,,,,,,,,,,,,
run_1645,0.04602657951843183,14.910825440392482,0.6322456786884714,2.8940493855612957,5.192591799508621,0.08406475659910657,92.86486929515752,0.7755998869092864,0.23393792757595716,8.556732825885264,80.13292117522171,1.388421688230708,1.0777554953903787,-1754.5961692996286,,,,,,,,,,,,,,,,,,,,
run_1957,0.04779557630689691,14.244069399451577,0.5715304460855507,3.507016431983877,4.270287130359279,0.07369701689687871,92.06115569574628,0.8724155067825151,0.20033704730986923,7.779285529890517,79.6977285862236,1.8461294208872483,1.0941559320093892,-1748.0334634169874,,,,,,,,,,,,,,,,,,,,
run_2316,0.046836291894142006,13.748414730491659,0.5412884128040351,3.4734937584135177,4.455014636775522,0.07578046866213045,89.70940609368269,0.8629723057772278,0.2380396181597307,7.834996735884451,80.70037643884193,2.1512974259238433,1.1025756694305187,-1750.0614718536108,,,,,,,,,,,,,,,,,,,,
run_490,0.04879951555735411,14.407254604320636,0.5630385817544815,3.0502524957307764,4.396320063653974,0.10039551593993978,89.4222944508133,0.744216879444875,0.43604414583876117,7.997204535995013,81.59914764686944,1.2592982472386902,0.8685845784003173,-1751.0180925993018,,,,,,,,,,,,,,,,,,,,
run_824,0.04600598026142427,14.76783819631884,0.5312249794524357,3.091112210172308,4.952260911808393,0.09615977021199631,91.40244402066574,0.7345292772067166,0.43381011900173794,7.8216739464356575,81.4940168328152,2.1425857498322394,0.7980922284519752,-1755.9085077366217,,,,,,,,,,,,,,,,,,,,
run_1142,0.04617927086906959,14.632709959737186,0.5317440989332782,3.0314313814904126,4.837164068992358,0.09841684945912577,89.5178364644426,0.7553019602300025,0.4283554897996292,7.378102121602424,81.33652668610303,1.841618723971598,1.1669519728542135,-1750.7330635937699,,,,,,,,,,,,,,,,,,,,
run_1523,0.044408347020743595,12.509912284270461,0.5648565781688378,4.124145966880583,4.537577013915227,0.0955083608099722,87.58022982847478,0.9060391498264511,0.41782018299029255,7.212707122176691,80.79320419073251,1.9405900324480645,0.8155232465166782,-1746.8570330547861,,,,,,,,,,,,,,,,,,,,
