idx,contact_rate,start_time,npi_effectiveness.other_locations,compartment_periods_calculated.incubation.total_period,compartment_periods_calculated.total_infectious.total_period,tv_detection_b,tv_detection_c,prop_detected_among_symptomatic,icu_prop,compartment_periods.hospital_late,compartment_periods.icu_late,hospital_props_multiplier,microdistancing.parameters.c,microdistancing.parameters.sigma,infection_fatality_props(0),infection_fatality_props(1),infection_fatality_props(2),infection_fatality_props(3),infection_fatality_props(4),infection_fatality_props(5),infection_fatality_props(6),infection_fatality_props(7),infection_fatality_props(8),notifications_dispersion_param,infection_deathsXall_dispersion_param,loglikelihood,best_x0,best_x1,best_x2,best_x3,best_x4,best_x5,best_x6,best_x7,best_x8,best_x9,best_x10,best_x11,best_x12,best_x13,best_x14,best_x15,best_deaths,all_vars_to_1_deaths,best_yoll,all_vars_to_1_yoll,best_p_immune,all_vars_to_1_p_immune
run_1470,0.041728529862850784,18.563298365610944,0.6324612393004986,3.094957434125318,5.0480850748175365,0.05985766764119832,97.19755360993608,0.10781355222057555,0.1069641717343879,8.619893115038241,6.641949236019734,0.5685628506249972,96.9136335986498,0.6757410744379128,5.430703648553163e-06,2.281447266838299e-05,7.814411702168251e-05,0.00024369078569958294,0.0006158084014948267,0.0016195414285478434,0.007549563718142792,0.029974096134239472,0.0828124798735779,194.2540034938402,35.12047728431453,-21.478605630237546,,,,,,,,,,,,,,,,,,,,,,
run_1470,0.041728529862850784,18.563298365610944,0.6324612393004986,3.094957434125318,5.0480850748175365,0.05985766764119832,97.19755360993608,0.10781355222057555,0.1069641717343879,8.619893115038241,6.641949236019734,0.5685628506249972,96.9136335986498,0.6757410744379128,5.430703648553163e-06,2.281447266838299e-05,7.814411702168251e-05,0.00024369078569958294,0.0006158084014948267,0.0016195414285478434,0.007549563718142792,0.029974096134239472,0.0828124798735779,194.2540034938402,35.12047728431453,-21.478605630237546,,,,,,,,,,,,,,,,,,,,,,
run_1680,0.04191531528122554,19.863250704786147,0.6607461185144651,3.3095764281115327,5.054315193994478,0.06866238430777219,97.264736709378,0.10235605867722034,0.11560385631459127,8.77935397138122,6.819655512208604,0.5169992461521608,94.2476924431174,0.651275477306221,4.499629134866492e-06,2.285812653206069e-05,8.458188751021547e-05,0.0002443840452359206,0.0005902772793990966,0.0016248596244686504,0.007622943941047686,0.029497465519036016,0.07471257982655358,194.4985837297362,34.79953086204557,-19.726856557136138,,,,,,,,,,,,,,,,,,,,,,
run_1680,0.04191531528122554,19.863250704786147,0.6607461185144651,3.3095764281115327,5.054315193994478,0.06866238430777219,97.264736709378,0.10235605867722034,0.11560385631459127,8.77935397138122,6.819655512208604,0.5169992461521608,94.2476924431174,0.651275477306221,4.499629134866492e-06,2.285812653206069e-05,8.458188751021547e-05,0.0002443840452359206,0.0005902772793990966,0.0016248596244686504,0.007622943941047686,0.029497465519036016,0.07471257982655358,194.4985837297362,34.79953086204557,-19.726856557136138,,,,,,,,,,,,,,,,,,,,,,
run_1936,0.04207656635960958,20.107493696018896,0.7418853110895113,3.2848306024432348,5.02544115218394,0.06886102594051634,91.45055816846032,0.12271905049566582,0.10940180354736792,9.105793535885704,6.188223715068875,0.514739141294846,92.28303592741983,0.6135305014625414,5.039434425787404e-06,2.322626470929328e-05,8.100478273707954e-05,0.0002461382086352114,0.0006134858261922172,0.0016945054058721063,0.007785212552907433,0.028947384299750765,0.08021012200559063,196.41433258003389,33.91322896737342,-19.173852200535286,,,,,,,,,,,,,,,,,,,,,,
run_1936,0.04207656635960958,20.107493696018896,0.7418853110895113,3.2848306024432348,5.02544115218394,0.06886102594051634,91.45055816846032,0.12271905049566582,0.10940180354736792,9.105793535885704,6.188223715068875,0.514739141294846,92.28303592741983,0.6135305014625414,5.039434425787404e-06,2.322626470929328e-05,8.100478273707954e-05,0.0002461382086352114,0.0006134858261922172,0.0016945054058721063,0.007785212552907433,0.028947384299750765,0.08021012200559063,196.41433258003389,33.91322896737342,-19.173852200535286,,,,,,,,,,,,,,,,,,,,,,
run_2146,0.04025827936696457,15.736830968900675,0.7057858646194775,3.221438467050712,5.161378712449347,0.06949427528876749,90.52591730418723,0.11422733258155504,0.11499535460027051,10.02718322116022,5.30798963838184,0.5067227817185121,93.04267090119089,0.6270195809335939,5.8584845173832675e-06,2.1518061933067473e-05,7.022526419114379e-05,0.000249702086177729,0.0005760357355027011,0.001732092180792584,0.007725576672102536,0.029103697885059933,0.08858177327986341,193.46784084282262,33.71458984553804,-17.283395290713536,,,,,,,,,,,,,,,,,,,,,,
run_2188,0.040915895188641346,17.982783650708143,0.7163362987854852,3.2394600182067865,5.070514778558493,0.06953860132809281,92.03605010165853,0.10475824665987826,0.11314544633250302,10.176514731987645,4.811397395001995,0.5613666724734541,96.00521749963585,0.6033848302990299,4.481322299546975e-06,2.3276823567920243e-05,7.320143293571105e-05,0.0002576693801054257,0.0005808216912668746,0.0017899047811368,0.007750214308082563,0.029338606053964305,0.09442812394381148,197.73256947885153,34.13791499609627,-16.143542772336474,,,,,,,,,,,,,,,,,,,,,,
run_2188,0.040915895188641346,17.982783650708143,0.7163362987854852,3.2394600182067865,5.070514778558493,0.06953860132809281,92.03605010165853,0.10475824665987826,0.11314544633250302,10.176514731987645,4.811397395001995,0.5613666724734541,96.00521749963585,0.6033848302990299,4.481322299546975e-06,2.3276823567920243e-05,7.320143293571105e-05,0.0002576693801054257,0.0005808216912668746,0.0017899047811368,0.007750214308082563,0.029338606053964305,0.09442812394381148,197.73256947885153,34.13791499609627,-16.143542772336474,,,,,,,,,,,,,,,,,,,,,,
run_2411,0.04151105808471825,19.136813306941164,0.7174307728929256,3.1160486881350167,5.00614690157884,0.06723876707928374,93.02411018904016,0.10059394416763616,0.11522279113165687,10.172888431466156,4.505406118374894,0.5798251698748169,96.24846041089742,0.648215965457593,6.3196329219630594e-06,2.3177834953755734e-05,8.180840012239503e-05,0.0002536535979162012,0.0005930672242868948,0.0018109120757529298,0.00778105982439832,0.030848721210821217,0.0916746119394807,196.13860528518467,34.925915797240485,-16.590625561128448,,,,,,,,,,,,,,,,,,,,,,
