,date,state,state_abbrev,confirmed,deaths,tests,positives,recovered,hosp,icu,vent
372,2020-03-11,South Australia,SA,2,0,0,2,0,0,0,0
373,2020-03-11,Tasmania,TAS,1,0,0,1,0,0,0,0
374,2020-03-11,Victoria,VIC,3,0,0,3,0,0,0,0
375,2020-03-11,Western Australia,WA,3,0,0,3,0,0,0,0
376,2020-03-12,Australian Capital Territory,ACT,1,0,0,1,0,0,0,0
377,2020-03-12,New South Wales,NSW,13,0,4635,13,0,0,0,0
378,2020-03-12,Northern Territory,NT,0,0,0,0,0,0,0,0
379,2020-03-12,Queensland,QLD,7,0,0,7,0,0,0,0
380,2020-03-12,South Australia,SA,3,0,0,3,0,0,0,0
381,2020-03-12,Tasmania,TAS,0,0,0,0,0,0,0,0
382,2020-03-12,Victoria,VIC,6,0,0,6,0,0,0,0
383,2020-03-12,Western Australia,WA,0,0,0,0,0,0,0,0
384,2020-03-13,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0
385,2020-03-13,New South Wales,NSW,14,0,1829,14,0,0,0,0
386,2020-03-13,Northern Territory,NT,0,0,0,0,0,0,0,0
387,2020-03-13,Queensland,QLD,8,1,0,8,0,0,0,0
388,2020-03-13,South Australia,SA,4,0,0,4,0,0,0,0
389,2020-03-13,Tasmania,TAS,1,0,0,1,0,0,0,0
390,2020-03-13,Victoria,VIC,9,0,0,9,0,0,0,0
391,2020-03-13,Western Australia,WA,5,0,0,5,0,0,0,0
392,2020-03-14,Australian Capital Territory,ACT,0,0,0,0,0,0,0,0
393,2020-03-14,New South Wales,NSW,20,0,3811,20,0,0,0,0
394,2020-03-14,Northern Territory,NT,0,0,0,0,0,0,0,0
395,2020-03-14,Queensland,QLD,11,0,0,11,0,0,0,0
